Year,League,Removed-Players,RP-Ranking,Original-Range,New-Ranking,New-Range,Original-Ranking
2013,AL,"('Scherzer', 'Darvish')","(12, 23)","('DavisC', 'Donaldson', 'Cano', 'Longoria', 'Beltre')","(3, 4, 5, 6, 8)","('DavisC', 'Donaldson', 'Cano', 'Longoria', 'Pedroia')","(3, 4, 5, 6, 8)"
2013,AL,"('Scherzer', 'Perez')","(12, 24)","('DavisC', 'Donaldson', 'Cano', 'Longoria', 'Beltre')","(3, 4, 5, 6, 8)","('DavisC', 'Donaldson', 'Cano', 'Longoria', 'Pedroia')","(3, 4, 5, 6, 8)"
2013,AL,"('Scherzer', 'Hernandez')","(12, 25)","('DavisC', 'Donaldson', 'Cano', 'Longoria', 'Beltre')","(3, 4, 5, 6, 8)","('DavisC', 'Donaldson', 'Cano', 'Longoria', 'Pedroia')","(3, 4, 5, 6, 8)"
2014,AL,"('Trout', 'Martinez')","(1, 2)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(1, 2, 3, 4, 6)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson')","(3, 4, 5, 6, 8)"
2014,AL,"('Trout', 'Cabrera')","(1, 9)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(2, 3, 4, 5, 7)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson')","(3, 4, 5, 6, 8)"
2014,AL,"('Trout', 'Gordon')","(1, 10)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(2, 3, 4, 5, 7)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson')","(3, 4, 5, 6, 8)"
2014,AL,"('Trout', 'Kluber')","(1, 11)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(2, 3, 4, 5, 7)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson')","(3, 4, 5, 6, 8)"
2014,AL,"('Trout', 'Hernandez')","(1, 12)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(2, 3, 4, 5, 7)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson')","(3, 4, 5, 6, 8)"
2014,AL,"('Trout', 'Altuve')","(1, 13)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(2, 3, 4, 5, 7)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson')","(3, 4, 5, 6, 8)"
2014,AL,"('Trout', 'Jones')","(1, 14)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(2, 3, 4, 5, 7)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson')","(3, 4, 5, 6, 8)"
2014,AL,"('Trout', 'Beltre')","(1, 15)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(2, 3, 4, 5, 7)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson')","(3, 4, 5, 6, 8)"
2014,AL,"('Trout', 'Holland')","(1, 16)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(2, 3, 4, 5, 7)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson')","(3, 4, 5, 6, 8)"
2014,AL,"('Trout', 'Pujols')","(1, 17)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(2, 3, 4, 5, 7)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson')","(3, 4, 5, 6, 8)"
2014,AL,"('Trout', 'Kendrick')","(1, 18)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(2, 3, 4, 5, 7)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson')","(3, 4, 5, 6, 8)"
2014,AL,"('Trout', 'Shields')","(1, 19)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(2, 3, 4, 5, 7)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson')","(3, 4, 5, 6, 8)"
2014,AL,"('Trout', 'Seager')","(1, 20)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(2, 3, 4, 5, 7)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson')","(3, 4, 5, 6, 8)"
2014,AL,"('Martinez', 'Donaldson')","(2, 8)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(2, 3, 5, 4, 6)","('Brantley', 'Abreu', 'Bautista', 'Cano', 'Cruz')","(3, 4, 6, 5, 7)"
2014,AL,"('Martinez', 'Cabrera')","(2, 9)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(2, 3, 5, 4, 7)","('Brantley', 'Abreu', 'Bautista', 'Cano', 'Donaldson')","(3, 4, 6, 5, 8)"
2014,AL,"('Martinez', 'Gordon')","(2, 10)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(2, 3, 5, 4, 7)","('Brantley', 'Abreu', 'Bautista', 'Cano', 'Donaldson')","(3, 4, 6, 5, 8)"
2014,AL,"('Martinez', 'Kluber')","(2, 11)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(2, 3, 5, 4, 7)","('Brantley', 'Abreu', 'Bautista', 'Cano', 'Donaldson')","(3, 4, 6, 5, 8)"
2014,AL,"('Martinez', 'Hernandez')","(2, 12)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(2, 3, 5, 4, 7)","('Brantley', 'Abreu', 'Bautista', 'Cano', 'Donaldson')","(3, 4, 6, 5, 8)"
2014,AL,"('Martinez', 'Altuve')","(2, 13)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(2, 3, 5, 4, 7)","('Brantley', 'Abreu', 'Bautista', 'Cano', 'Donaldson')","(3, 4, 6, 5, 8)"
2014,AL,"('Martinez', 'Jones')","(2, 14)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(2, 3, 4, 5, 7)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson')","(3, 4, 5, 6, 8)"
2014,AL,"('Martinez', 'Beltre')","(2, 15)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(2, 3, 4, 5, 7)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson')","(3, 4, 5, 6, 8)"
2014,AL,"('Martinez', 'Holland')","(2, 16)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(2, 3, 5, 4, 7)","('Brantley', 'Abreu', 'Bautista', 'Cano', 'Donaldson')","(3, 4, 6, 5, 8)"
2014,AL,"('Martinez', 'Pujols')","(2, 17)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(2, 3, 5, 4, 7)","('Brantley', 'Abreu', 'Bautista', 'Cano', 'Donaldson')","(3, 4, 6, 5, 8)"
2014,AL,"('Martinez', 'Kendrick')","(2, 18)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(2, 3, 5, 4, 7)","('Brantley', 'Abreu', 'Bautista', 'Cano', 'Donaldson')","(3, 4, 6, 5, 8)"
2014,AL,"('Martinez', 'Shields')","(2, 19)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(2, 3, 5, 4, 7)","('Brantley', 'Abreu', 'Bautista', 'Cano', 'Donaldson')","(3, 4, 6, 5, 8)"
2014,AL,"('Martinez', 'Seager')","(2, 20)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(2, 3, 5, 4, 7)","('Brantley', 'Abreu', 'Bautista', 'Cano', 'Donaldson')","(3, 4, 6, 5, 8)"
2014,AL,"('Donaldson', 'Cabrera')","(8, 9)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(3, 4, 6, 5, 7)","('Brantley', 'Abreu', 'Bautista', 'Cano', 'Cruz')","(3, 4, 6, 5, 7)"
2014,AL,"('Donaldson', 'Gordon')","(8, 10)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(3, 4, 6, 5, 7)","('Brantley', 'Abreu', 'Bautista', 'Cano', 'Cruz')","(3, 4, 6, 5, 7)"
2014,AL,"('Donaldson', 'Altuve')","(8, 13)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(3, 4, 6, 5, 7)","('Brantley', 'Abreu', 'Bautista', 'Cano', 'Cruz')","(3, 4, 6, 5, 7)"
2014,AL,"('Donaldson', 'Holland')","(8, 16)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(3, 4, 6, 5, 7)","('Brantley', 'Abreu', 'Bautista', 'Cano', 'Cruz')","(3, 4, 6, 5, 7)"
2014,AL,"('Cabrera', 'Gordon')","(9, 10)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(3, 4, 6, 5, 7)","('Brantley', 'Abreu', 'Bautista', 'Cano', 'Cruz')","(3, 4, 6, 5, 7)"
2014,AL,"('Cabrera', 'Kluber')","(9, 11)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(3, 4, 5, 6, 8)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson')","(3, 4, 5, 6, 8)"
2014,AL,"('Cabrera', 'Altuve')","(9, 13)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(3, 4, 6, 5, 8)","('Brantley', 'Abreu', 'Bautista', 'Cano', 'Donaldson')","(3, 4, 6, 5, 8)"
2014,AL,"('Cabrera', 'Jones')","(9, 14)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(3, 4, 5, 6, 8)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson')","(3, 4, 5, 6, 8)"
2014,AL,"('Cabrera', 'Holland')","(9, 16)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(3, 4, 6, 5, 7)","('Brantley', 'Abreu', 'Bautista', 'Cano', 'Cruz')","(3, 4, 6, 5, 7)"
2014,AL,"('Gordon', 'Kluber')","(10, 11)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(3, 4, 5, 6, 8)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson')","(3, 4, 5, 6, 8)"
2014,AL,"('Gordon', 'Hernandez')","(10, 12)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(3, 4, 5, 6, 8)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson')","(3, 4, 5, 6, 8)"
2014,AL,"('Gordon', 'Altuve')","(10, 13)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(3, 4, 6, 5, 8)","('Brantley', 'Abreu', 'Bautista', 'Cano', 'Donaldson')","(3, 4, 6, 5, 8)"
2014,AL,"('Gordon', 'Jones')","(10, 14)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(3, 4, 5, 6, 8)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson')","(3, 4, 5, 6, 8)"
2014,AL,"('Gordon', 'Holland')","(10, 16)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(3, 4, 6, 5, 8)","('Brantley', 'Abreu', 'Bautista', 'Cano', 'Donaldson')","(3, 4, 6, 5, 8)"
2014,AL,"('Gordon', 'Pujols')","(10, 17)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(3, 4, 5, 6, 8)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson')","(3, 4, 5, 6, 8)"
2014,AL,"('Gordon', 'Kendrick')","(10, 18)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(3, 4, 5, 6, 8)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson')","(3, 4, 5, 6, 8)"
2014,AL,"('Kluber', 'Hernandez')","(11, 12)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(3, 4, 5, 6, 8)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson')","(3, 4, 5, 6, 8)"
2014,AL,"('Kluber', 'Altuve')","(11, 13)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(3, 4, 6, 5, 8)","('Brantley', 'Abreu', 'Bautista', 'Cano', 'Donaldson')","(3, 4, 6, 5, 8)"
2014,AL,"('Kluber', 'Jones')","(11, 14)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(3, 4, 5, 6, 8)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson')","(3, 4, 5, 6, 8)"
2014,AL,"('Kluber', 'Beltre')","(11, 15)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(3, 4, 5, 6, 8)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson')","(3, 4, 5, 6, 8)"
2014,AL,"('Kluber', 'Holland')","(11, 16)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(3, 4, 5, 6, 8)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson')","(3, 4, 5, 6, 8)"
2014,AL,"('Kluber', 'Pujols')","(11, 17)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(3, 4, 5, 6, 8)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson')","(3, 4, 5, 6, 8)"
2014,AL,"('Kluber', 'Kendrick')","(11, 18)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(3, 4, 5, 6, 8)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson')","(3, 4, 5, 6, 8)"
2014,AL,"('Kluber', 'Shields')","(11, 19)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(3, 4, 5, 6, 8)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson')","(3, 4, 5, 6, 8)"
2014,AL,"('Kluber', 'Seager')","(11, 20)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(3, 4, 5, 6, 8)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson')","(3, 4, 5, 6, 8)"
2014,AL,"('Hernandez', 'Altuve')","(12, 13)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(3, 4, 6, 5, 8)","('Brantley', 'Abreu', 'Bautista', 'Cano', 'Donaldson')","(3, 4, 6, 5, 8)"
2014,AL,"('Hernandez', 'Jones')","(12, 14)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(3, 4, 5, 6, 8)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson')","(3, 4, 5, 6, 8)"
2014,AL,"('Hernandez', 'Holland')","(12, 16)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(3, 4, 5, 6, 8)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson')","(3, 4, 5, 6, 8)"
2014,AL,"('Hernandez', 'Pujols')","(12, 17)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(3, 4, 5, 6, 8)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson')","(3, 4, 5, 6, 8)"
2014,AL,"('Hernandez', 'Kendrick')","(12, 18)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(3, 4, 5, 6, 8)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson')","(3, 4, 5, 6, 8)"
2014,AL,"('Altuve', 'Jones')","(13, 14)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(3, 4, 6, 5, 8)","('Brantley', 'Abreu', 'Bautista', 'Cano', 'Donaldson')","(3, 4, 6, 5, 8)"
2014,AL,"('Altuve', 'Beltre')","(13, 15)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(3, 4, 5, 6, 8)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson')","(3, 4, 5, 6, 8)"
2014,AL,"('Altuve', 'Holland')","(13, 16)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(3, 4, 6, 5, 8)","('Brantley', 'Abreu', 'Bautista', 'Cano', 'Donaldson')","(3, 4, 6, 5, 8)"
2014,AL,"('Altuve', 'Pujols')","(13, 17)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(3, 4, 6, 5, 8)","('Brantley', 'Abreu', 'Bautista', 'Cano', 'Donaldson')","(3, 4, 6, 5, 8)"
2014,AL,"('Altuve', 'Kendrick')","(13, 18)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(3, 4, 6, 5, 8)","('Brantley', 'Abreu', 'Bautista', 'Cano', 'Donaldson')","(3, 4, 6, 5, 8)"
2014,AL,"('Altuve', 'Shields')","(13, 19)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(3, 4, 6, 5, 8)","('Brantley', 'Abreu', 'Bautista', 'Cano', 'Donaldson')","(3, 4, 6, 5, 8)"
2014,AL,"('Altuve', 'Seager')","(13, 20)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(3, 4, 6, 5, 8)","('Brantley', 'Abreu', 'Bautista', 'Cano', 'Donaldson')","(3, 4, 6, 5, 8)"
2014,AL,"('Jones', 'Beltre')","(14, 15)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(3, 4, 5, 6, 8)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson')","(3, 4, 5, 6, 8)"
2014,AL,"('Jones', 'Holland')","(14, 16)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(3, 4, 5, 6, 8)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson')","(3, 4, 5, 6, 8)"
2014,AL,"('Jones', 'Pujols')","(14, 17)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(3, 4, 5, 6, 8)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson')","(3, 4, 5, 6, 8)"
2014,AL,"('Jones', 'Kendrick')","(14, 18)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(3, 4, 5, 6, 8)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson')","(3, 4, 5, 6, 8)"
2014,AL,"('Jones', 'Shields')","(14, 19)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(3, 4, 5, 6, 8)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson')","(3, 4, 5, 6, 8)"
2014,AL,"('Jones', 'Seager')","(14, 20)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(3, 4, 5, 6, 8)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson')","(3, 4, 5, 6, 8)"
2014,AL,"('Holland', 'Pujols')","(16, 17)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(3, 4, 5, 6, 8)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson')","(3, 4, 5, 6, 8)"
2014,AL,"('Holland', 'Kendrick')","(16, 18)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Cruz')","(3, 4, 5, 6, 8)","('Brantley', 'Abreu', 'Cano', 'Bautista', 'Donaldson')","(3, 4, 5, 6, 8)"
2014,NL,"('Kershaw', 'Stanton')","(1, 2)","('McCutchen', 'Lucroy', 'Rendon', 'Posey', 'Gonzalez')","(1, 2, 3, 4, 6)","('McCutchen', 'Lucroy', 'Rendon', 'Posey', 'Harrison')","(3, 4, 5, 6, 9)"
2015,AL,"('Donaldson', 'Altuve')","(1, 10)","('Cain', 'Machado', 'Keuchel', 'Cruz', 'Beltre')","(2, 3, 4, 5, 7)","('Cain', 'Machado', 'Keuchel', 'Cruz', 'Bautista')","(3, 4, 5, 6, 8)"
2015,AL,"('Trout', 'Altuve')","(2, 10)","('Cain', 'Machado', 'Keuchel', 'Cruz', 'Beltre')","(2, 3, 4, 5, 7)","('Cain', 'Machado', 'Keuchel', 'Cruz', 'Bautista')","(3, 4, 5, 6, 8)"
2015,AL,"('Altuve', 'Cabrera')","(10, 11)","('Cain', 'Machado', 'Keuchel', 'Cruz', 'Beltre')","(3, 4, 5, 6, 8)","('Cain', 'Machado', 'Keuchel', 'Cruz', 'Bautista')","(3, 4, 5, 6, 8)"
2015,AL,"('Altuve', 'Encarnacion')","(10, 12)","('Cain', 'Machado', 'Keuchel', 'Cruz', 'Beltre')","(3, 4, 5, 6, 8)","('Cain', 'Machado', 'Keuchel', 'Cruz', 'Bautista')","(3, 4, 5, 6, 8)"
2015,AL,"('Altuve', 'Fielder')","(10, 13)","('Cain', 'Machado', 'Keuchel', 'Cruz', 'Beltre')","(3, 4, 5, 6, 8)","('Cain', 'Machado', 'Keuchel', 'Cruz', 'Bautista')","(3, 4, 5, 6, 8)"
2015,AL,"('Altuve', 'Kiermaier')","(10, 17)","('Cain', 'Machado', 'Keuchel', 'Cruz', 'Beltre')","(3, 4, 5, 6, 8)","('Cain', 'Machado', 'Keuchel', 'Cruz', 'Bautista')","(3, 4, 5, 6, 8)"
2015,AL,"('Altuve', 'Morales')","(10, 18)","('Cain', 'Machado', 'Keuchel', 'Cruz', 'Beltre')","(3, 4, 5, 6, 8)","('Cain', 'Machado', 'Keuchel', 'Cruz', 'Bautista')","(3, 4, 5, 6, 8)"
2015,AL,"('Altuve', 'Betts')","(10, 19)","('Cain', 'Machado', 'Keuchel', 'Cruz', 'Beltre')","(3, 4, 5, 6, 8)","('Cain', 'Machado', 'Keuchel', 'Cruz', 'Bautista')","(3, 4, 5, 6, 8)"
2015,AL,"('Altuve', 'Sale')","(10, 20)","('Cain', 'Machado', 'Keuchel', 'Cruz', 'Beltre')","(3, 4, 5, 6, 8)","('Cain', 'Machado', 'Keuchel', 'Cruz', 'Bautista')","(3, 4, 5, 6, 8)"
2015,AL,"('Altuve', 'Kinsler')","(10, 21)","('Cain', 'Machado', 'Keuchel', 'Cruz', 'Beltre')","(3, 4, 5, 6, 8)","('Cain', 'Machado', 'Keuchel', 'Cruz', 'Bautista')","(3, 4, 5, 6, 8)"
2015,AL,"('Altuve', 'Abreu')","(10, 22)","('Cain', 'Machado', 'Keuchel', 'Cruz', 'Beltre')","(3, 4, 5, 6, 8)","('Cain', 'Machado', 'Keuchel', 'Cruz', 'Bautista')","(3, 4, 5, 6, 8)"
2015,AL,"('Altuve', 'Moustakas')","(10, 23)","('Cain', 'Machado', 'Keuchel', 'Cruz', 'Beltre')","(3, 4, 5, 6, 8)","('Cain', 'Machado', 'Keuchel', 'Cruz', 'Bautista')","(3, 4, 5, 6, 8)"
2015,AL,"('Altuve', 'Hosmer')","(10, 24)","('Cain', 'Machado', 'Keuchel', 'Cruz', 'Beltre')","(3, 4, 5, 6, 8)","('Cain', 'Machado', 'Keuchel', 'Cruz', 'Bautista')","(3, 4, 5, 6, 8)"
2015,AL,"('Altuve', 'Martin')","(10, 25)","('Cain', 'Machado', 'Keuchel', 'Cruz', 'Beltre')","(3, 4, 5, 6, 8)","('Cain', 'Machado', 'Keuchel', 'Cruz', 'Bautista')","(3, 4, 5, 6, 8)"
2015,AL,"('Altuve', 'McCann')","(10, 26)","('Cain', 'Machado', 'Keuchel', 'Cruz', 'Beltre')","(3, 4, 5, 6, 8)","('Cain', 'Machado', 'Keuchel', 'Cruz', 'Bautista')","(3, 4, 5, 6, 8)"
2015,AL,"('Altuve', 'Correa')","(10, 27)","('Cain', 'Machado', 'Keuchel', 'Cruz', 'Beltre')","(3, 4, 5, 6, 8)","('Cain', 'Machado', 'Keuchel', 'Cruz', 'Bautista')","(3, 4, 5, 6, 8)"
2015,AL,"('Altuve', 'Ortiz')","(10, 28)","('Cain', 'Machado', 'Keuchel', 'Cruz', 'Beltre')","(3, 4, 5, 6, 8)","('Cain', 'Machado', 'Keuchel', 'Cruz', 'Bautista')","(3, 4, 5, 6, 8)"
2015,AL,"('Altuve', 'Brantley')","(10, 29)","('Cain', 'Machado', 'Keuchel', 'Cruz', 'Beltre')","(3, 4, 5, 6, 8)","('Cain', 'Machado', 'Keuchel', 'Cruz', 'Bautista')","(3, 4, 5, 6, 8)"
2015,AL,"('Altuve', 'DavisW')","(10, 30)","('Cain', 'Machado', 'Keuchel', 'Cruz', 'Beltre')","(3, 4, 5, 6, 8)","('Cain', 'Machado', 'Keuchel', 'Cruz', 'Bautista')","(3, 4, 5, 6, 8)"
2015,AL,"('Altuve', 'Dozier')","(10, 31)","('Cain', 'Machado', 'Keuchel', 'Cruz', 'Beltre')","(3, 4, 5, 6, 8)","('Cain', 'Machado', 'Keuchel', 'Cruz', 'Bautista')","(3, 4, 5, 6, 8)"
2015,AL,"('Altuve', 'Rodriguez')","(10, 32)","('Cain', 'Machado', 'Keuchel', 'Cruz', 'Beltre')","(3, 4, 5, 6, 8)","('Cain', 'Machado', 'Keuchel', 'Cruz', 'Bautista')","(3, 4, 5, 6, 8)"
2015,AL,"('Altuve', 'Teixeira')","(10, 33)","('Cain', 'Machado', 'Keuchel', 'Cruz', 'Beltre')","(3, 4, 5, 6, 8)","('Cain', 'Machado', 'Keuchel', 'Cruz', 'Bautista')","(3, 4, 5, 6, 8)"
2015,AL,"('Cabrera', 'Fielder')","(11, 13)","('Cain', 'Machado', 'Keuchel', 'Cruz', 'Beltre')","(3, 4, 5, 6, 8)","('Cain', 'Machado', 'Keuchel', 'Cruz', 'Bautista')","(3, 4, 5, 6, 8)"
2015,AL,"('Cabrera', 'Moustakas')","(11, 23)","('Cain', 'Machado', 'Keuchel', 'Cruz', 'Beltre')","(3, 4, 5, 6, 8)","('Cain', 'Machado', 'Keuchel', 'Cruz', 'Bautista')","(3, 4, 5, 6, 8)"
2015,AL,"('Fielder', 'Moustakas')","(13, 23)","('Cain', 'Machado', 'Keuchel', 'Cruz', 'Beltre')","(3, 4, 5, 6, 8)","('Cain', 'Machado', 'Keuchel', 'Cruz', 'Bautista')","(3, 4, 5, 6, 8)"
2015,NL,"('Harper', 'Goldschmidt')","(1, 2)","('Votto', 'Rizzo', 'McCutchen', 'Arrieta', 'Greinke')","(1, 2, 4, 3, 5)","('Votto', 'Rizzo', 'Arrieta', 'McCutchen', 'Greinke')","(3, 4, 6, 5, 7)"
2015,NL,"('Harper', 'Arenado')","(1, 8)","('Votto', 'Rizzo', 'McCutchen', 'Arrieta', 'Greinke')","(2, 3, 5, 4, 6)","('Votto', 'Rizzo', 'Arrieta', 'McCutchen', 'Greinke')","(3, 4, 6, 5, 7)"
2015,NL,"('Harper', 'Posey')","(1, 9)","('Votto', 'Rizzo', 'McCutchen', 'Arrieta', 'Greinke')","(2, 3, 5, 4, 6)","('Votto', 'Rizzo', 'Arrieta', 'McCutchen', 'Greinke')","(3, 4, 6, 5, 7)"
2015,NL,"('Harper', 'Kershaw')","(1, 10)","('Votto', 'Rizzo', 'McCutchen', 'Arrieta', 'Greinke')","(2, 3, 5, 4, 6)","('Votto', 'Rizzo', 'Arrieta', 'McCutchen', 'Greinke')","(3, 4, 6, 5, 7)"
2015,NL,"('Harper', 'Bryant')","(1, 11)","('Votto', 'Rizzo', 'McCutchen', 'Arrieta', 'Greinke')","(2, 3, 5, 4, 6)","('Votto', 'Rizzo', 'Arrieta', 'McCutchen', 'Greinke')","(3, 4, 6, 5, 7)"
2015,NL,"('Harper', 'Carpenter')","(1, 12)","('Votto', 'Rizzo', 'McCutchen', 'Arrieta', 'Greinke')","(2, 3, 5, 4, 6)","('Votto', 'Rizzo', 'Arrieta', 'McCutchen', 'Greinke')","(3, 4, 6, 5, 7)"
2015,NL,"('Harper', 'Cespedes')","(1, 13)","('Votto', 'Rizzo', 'McCutchen', 'Arrieta', 'Greinke')","(2, 3, 5, 4, 6)","('Votto', 'Rizzo', 'Arrieta', 'McCutchen', 'Greinke')","(3, 4, 6, 5, 7)"
