Season,Week,Official Borda,Borda-Top1,Borda-Top3,Borda-Top5,Borda-Top10,Dowdall
2019,6,"alabama-crimson-tide, clemson-tigers, georgia-bulldogs, ohio-state-buckeyes, lsu-tigers","alabama-crimson-tide, clemson-tigers, ohio-state-buckeyes, georgia-bulldogs, auburn-tigers","alabama-crimson-tide, clemson-tigers, georgia-bulldogs, ohio-state-buckeyes, lsu-tigers","alabama-crimson-tide, clemson-tigers, georgia-bulldogs, ohio-state-buckeyes, lsu-tigers","alabama-crimson-tide, clemson-tigers, georgia-bulldogs, ohio-state-buckeyes, lsu-tigers","alabama-crimson-tide, clemson-tigers, georgia-bulldogs, ohio-state-buckeyes, lsu-tigers"
2019,7,"alabama-crimson-tide, clemson-tigers, ohio-state-buckeyes, georgia-bulldogs, lsu-tigers","alabama-crimson-tide, clemson-tigers, ohio-state-buckeyes, georgia-bulldogs, lsu-tigers","alabama-crimson-tide, clemson-tigers, ohio-state-buckeyes, georgia-bulldogs, lsu-tigers","alabama-crimson-tide, clemson-tigers, georgia-bulldogs, ohio-state-buckeyes, lsu-tigers","alabama-crimson-tide, clemson-tigers, ohio-state-buckeyes, georgia-bulldogs, lsu-tigers","alabama-crimson-tide, clemson-tigers, ohio-state-buckeyes, georgia-bulldogs, lsu-tigers"
2019,8,"alabama-crimson-tide, lsu-tigers, clemson-tigers, ohio-state-buckeyes, oklahoma-sooners","alabama-crimson-tide, lsu-tigers, clemson-tigers, ohio-state-buckeyes, oklahoma-sooners","alabama-crimson-tide, lsu-tigers, clemson-tigers, ohio-state-buckeyes, oklahoma-sooners","alabama-crimson-tide, lsu-tigers, clemson-tigers, ohio-state-buckeyes, oklahoma-sooners","alabama-crimson-tide, lsu-tigers, clemson-tigers, ohio-state-buckeyes, oklahoma-sooners","alabama-crimson-tide, lsu-tigers, clemson-tigers, ohio-state-buckeyes, oklahoma-sooners"
2019,9,"alabama-crimson-tide, lsu-tigers, ohio-state-buckeyes, clemson-tigers, oklahoma-sooners","alabama-crimson-tide, lsu-tigers, ohio-state-buckeyes, clemson-tigers, oklahoma-sooners","alabama-crimson-tide, lsu-tigers, ohio-state-buckeyes, clemson-tigers, oklahoma-sooners","alabama-crimson-tide, lsu-tigers, ohio-state-buckeyes, clemson-tigers, oklahoma-sooners","alabama-crimson-tide, lsu-tigers, ohio-state-buckeyes, clemson-tigers, oklahoma-sooners","alabama-crimson-tide, lsu-tigers, ohio-state-buckeyes, clemson-tigers, oklahoma-sooners"
2019,10,"lsu-tigers, alabama-crimson-tide, ohio-state-buckeyes, clemson-tigers, penn-state-nittany-lions","alabama-crimson-tide, ohio-state-buckeyes, lsu-tigers, clemson-tigers, penn-state-nittany-lions","lsu-tigers, alabama-crimson-tide, ohio-state-buckeyes, clemson-tigers, penn-state-nittany-lions","lsu-tigers, alabama-crimson-tide, ohio-state-buckeyes, clemson-tigers, penn-state-nittany-lions","lsu-tigers, alabama-crimson-tide, ohio-state-buckeyes, clemson-tigers, penn-state-nittany-lions","alabama-crimson-tide, lsu-tigers, ohio-state-buckeyes, clemson-tigers, penn-state-nittany-lions"
2019,11,"lsu-tigers, alabama-crimson-tide, ohio-state-buckeyes, clemson-tigers, penn-state-nittany-lions","alabama-crimson-tide, ohio-state-buckeyes, lsu-tigers, clemson-tigers, penn-state-nittany-lions","lsu-tigers, alabama-crimson-tide, ohio-state-buckeyes, clemson-tigers, penn-state-nittany-lions","lsu-tigers, alabama-crimson-tide, ohio-state-buckeyes, clemson-tigers, penn-state-nittany-lions","lsu-tigers, alabama-crimson-tide, ohio-state-buckeyes, clemson-tigers, penn-state-nittany-lions","alabama-crimson-tide, lsu-tigers, ohio-state-buckeyes, clemson-tigers, penn-state-nittany-lions"
2019,12,"lsu-tigers, ohio-state-buckeyes, clemson-tigers, alabama-crimson-tide, georgia-bulldogs","lsu-tigers, ohio-state-buckeyes, clemson-tigers, alabama-crimson-tide, georgia-bulldogs","lsu-tigers, ohio-state-buckeyes, clemson-tigers, alabama-crimson-tide, georgia-bulldogs","lsu-tigers, ohio-state-buckeyes, clemson-tigers, alabama-crimson-tide, georgia-bulldogs","lsu-tigers, ohio-state-buckeyes, clemson-tigers, alabama-crimson-tide, georgia-bulldogs","lsu-tigers, ohio-state-buckeyes, clemson-tigers, alabama-crimson-tide, georgia-bulldogs"
2019,13,"lsu-tigers, ohio-state-buckeyes, clemson-tigers, georgia-bulldogs, alabama-crimson-tide","lsu-tigers, ohio-state-buckeyes, clemson-tigers, georgia-bulldogs, alabama-crimson-tide","lsu-tigers, ohio-state-buckeyes, clemson-tigers, georgia-bulldogs, alabama-crimson-tide","lsu-tigers, ohio-state-buckeyes, clemson-tigers, georgia-bulldogs, alabama-crimson-tide","lsu-tigers, ohio-state-buckeyes, clemson-tigers, georgia-bulldogs, alabama-crimson-tide","lsu-tigers, ohio-state-buckeyes, clemson-tigers, georgia-bulldogs, alabama-crimson-tide"
2019,14,"lsu-tigers, ohio-state-buckeyes, clemson-tigers, georgia-bulldogs, alabama-crimson-tide","lsu-tigers, ohio-state-buckeyes, clemson-tigers, georgia-bulldogs, utah-utes","lsu-tigers, ohio-state-buckeyes, clemson-tigers, georgia-bulldogs, utah-utes","lsu-tigers, ohio-state-buckeyes, clemson-tigers, georgia-bulldogs, alabama-crimson-tide","lsu-tigers, ohio-state-buckeyes, clemson-tigers, georgia-bulldogs, alabama-crimson-tide","lsu-tigers, ohio-state-buckeyes, clemson-tigers, georgia-bulldogs, alabama-crimson-tide"
2019,15,"lsu-tigers, ohio-state-buckeyes, clemson-tigers, georgia-bulldogs, utah-utes","lsu-tigers, ohio-state-buckeyes, clemson-tigers, georgia-bulldogs, utah-utes","lsu-tigers, ohio-state-buckeyes, clemson-tigers, georgia-bulldogs, utah-utes","lsu-tigers, ohio-state-buckeyes, clemson-tigers, georgia-bulldogs, utah-utes","lsu-tigers, ohio-state-buckeyes, clemson-tigers, georgia-bulldogs, utah-utes","lsu-tigers, ohio-state-buckeyes, clemson-tigers, georgia-bulldogs, utah-utes"
2019,16,"lsu-tigers, ohio-state-buckeyes, clemson-tigers, oklahoma-sooners, georgia-bulldogs","lsu-tigers, ohio-state-buckeyes, clemson-tigers, oklahoma-sooners, georgia-bulldogs","lsu-tigers, ohio-state-buckeyes, clemson-tigers, oklahoma-sooners, georgia-bulldogs","lsu-tigers, ohio-state-buckeyes, clemson-tigers, oklahoma-sooners, georgia-bulldogs","lsu-tigers, ohio-state-buckeyes, clemson-tigers, oklahoma-sooners, georgia-bulldogs","lsu-tigers, ohio-state-buckeyes, clemson-tigers, oklahoma-sooners, georgia-bulldogs"
2019,17,"lsu-tigers, clemson-tigers, ohio-state-buckeyes, georgia-bulldogs, oregon-ducks","lsu-tigers, clemson-tigers, ohio-state-buckeyes, georgia-bulldogs, alabama-crimson-tide","lsu-tigers, clemson-tigers, ohio-state-buckeyes, georgia-bulldogs, alabama-crimson-tide","lsu-tigers, clemson-tigers, ohio-state-buckeyes, georgia-bulldogs, oregon-ducks","lsu-tigers, clemson-tigers, ohio-state-buckeyes, georgia-bulldogs, oregon-ducks","lsu-tigers, clemson-tigers, ohio-state-buckeyes, georgia-bulldogs, oregon-ducks"
2020,1,"clemson-tigers, ohio-state-buckeyes, alabama-crimson-tide, georgia-bulldogs, oklahoma-sooners","clemson-tigers, ohio-state-buckeyes, alabama-crimson-tide, lsu-tigers, georgia-bulldogs","clemson-tigers, ohio-state-buckeyes, alabama-crimson-tide, lsu-tigers, georgia-bulldogs","clemson-tigers, ohio-state-buckeyes, alabama-crimson-tide, georgia-bulldogs, oklahoma-sooners","clemson-tigers, ohio-state-buckeyes, alabama-crimson-tide, georgia-bulldogs, oklahoma-sooners","clemson-tigers, ohio-state-buckeyes, alabama-crimson-tide, georgia-bulldogs, oklahoma-sooners"
2020,2,"clemson-tigers, alabama-crimson-tide, oklahoma-sooners, georgia-bulldogs, florida-gators","clemson-tigers, lsu-tigers, georgia-bulldogs, alabama-crimson-tide, oklahoma-sooners","clemson-tigers, alabama-crimson-tide, oklahoma-sooners, georgia-bulldogs, lsu-tigers","clemson-tigers, alabama-crimson-tide, oklahoma-sooners, georgia-bulldogs, lsu-tigers","clemson-tigers, alabama-crimson-tide, oklahoma-sooners, georgia-bulldogs, florida-gators","clemson-tigers, alabama-crimson-tide, oklahoma-sooners, georgia-bulldogs, lsu-tigers"
2020,3,"clemson-tigers, alabama-crimson-tide, oklahoma-sooners, georgia-bulldogs, florida-gators","clemson-tigers, lsu-tigers, alabama-crimson-tide, georgia-bulldogs, oklahoma-sooners","clemson-tigers, alabama-crimson-tide, oklahoma-sooners, georgia-bulldogs, lsu-tigers","clemson-tigers, alabama-crimson-tide, oklahoma-sooners, georgia-bulldogs, lsu-tigers","clemson-tigers, alabama-crimson-tide, oklahoma-sooners, georgia-bulldogs, florida-gators","clemson-tigers, alabama-crimson-tide, oklahoma-sooners, georgia-bulldogs, lsu-tigers"
2020,4,"clemson-tigers, alabama-crimson-tide, florida-gators, georgia-bulldogs, notre-dame-fighting-irish","clemson-tigers, ohio-state-buckeyes, alabama-crimson-tide, georgia-bulldogs, florida-gators","clemson-tigers, alabama-crimson-tide, ohio-state-buckeyes, georgia-bulldogs, florida-gators","clemson-tigers, alabama-crimson-tide, ohio-state-buckeyes, florida-gators, georgia-bulldogs","clemson-tigers, alabama-crimson-tide, ohio-state-buckeyes, florida-gators, georgia-bulldogs","clemson-tigers, alabama-crimson-tide, ohio-state-buckeyes, florida-gators, georgia-bulldogs"
2020,5,"clemson-tigers, alabama-crimson-tide, georgia-bulldogs, florida-gators, notre-dame-fighting-irish","clemson-tigers, alabama-crimson-tide, ohio-state-buckeyes, georgia-bulldogs, florida-gators","clemson-tigers, alabama-crimson-tide, ohio-state-buckeyes, georgia-bulldogs, florida-gators","clemson-tigers, alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes, florida-gators","clemson-tigers, alabama-crimson-tide, georgia-bulldogs, florida-gators, ohio-state-buckeyes","clemson-tigers, alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes, florida-gators"
2020,6,"clemson-tigers, alabama-crimson-tide, georgia-bulldogs, notre-dame-fighting-irish, north-carolina-tar-heels","clemson-tigers, alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes, notre-dame-fighting-irish","clemson-tigers, alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes, notre-dame-fighting-irish","clemson-tigers, alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes, notre-dame-fighting-irish","clemson-tigers, alabama-crimson-tide, georgia-bulldogs, notre-dame-fighting-irish, ohio-state-buckeyes","clemson-tigers, alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes, notre-dame-fighting-irish"
2020,7,"clemson-tigers, alabama-crimson-tide, notre-dame-fighting-irish, georgia-bulldogs, ohio-state-buckeyes","clemson-tigers, alabama-crimson-tide, ohio-state-buckeyes, notre-dame-fighting-irish, georgia-bulldogs","clemson-tigers, alabama-crimson-tide, ohio-state-buckeyes, notre-dame-fighting-irish, georgia-bulldogs","clemson-tigers, alabama-crimson-tide, ohio-state-buckeyes, notre-dame-fighting-irish, georgia-bulldogs","clemson-tigers, alabama-crimson-tide, ohio-state-buckeyes, notre-dame-fighting-irish, georgia-bulldogs","clemson-tigers, alabama-crimson-tide, ohio-state-buckeyes, notre-dame-fighting-irish, georgia-bulldogs"
2020,8,"clemson-tigers, alabama-crimson-tide, ohio-state-buckeyes, notre-dame-fighting-irish, georgia-bulldogs","clemson-tigers, alabama-crimson-tide, ohio-state-buckeyes, notre-dame-fighting-irish, georgia-bulldogs","clemson-tigers, alabama-crimson-tide, ohio-state-buckeyes, notre-dame-fighting-irish, georgia-bulldogs","clemson-tigers, alabama-crimson-tide, ohio-state-buckeyes, notre-dame-fighting-irish, georgia-bulldogs","clemson-tigers, alabama-crimson-tide, ohio-state-buckeyes, notre-dame-fighting-irish, georgia-bulldogs","clemson-tigers, alabama-crimson-tide, ohio-state-buckeyes, notre-dame-fighting-irish, georgia-bulldogs"
2020,9,"clemson-tigers, alabama-crimson-tide, ohio-state-buckeyes, notre-dame-fighting-irish, georgia-bulldogs","clemson-tigers, alabama-crimson-tide, ohio-state-buckeyes, notre-dame-fighting-irish, georgia-bulldogs","clemson-tigers, alabama-crimson-tide, ohio-state-buckeyes, notre-dame-fighting-irish, georgia-bulldogs","clemson-tigers, alabama-crimson-tide, ohio-state-buckeyes, notre-dame-fighting-irish, georgia-bulldogs","clemson-tigers, alabama-crimson-tide, ohio-state-buckeyes, notre-dame-fighting-irish, georgia-bulldogs","clemson-tigers, alabama-crimson-tide, ohio-state-buckeyes, notre-dame-fighting-irish, georgia-bulldogs"
2020,10,"alabama-crimson-tide, notre-dame-fighting-irish, ohio-state-buckeyes, clemson-tigers, texas-am-aggies","alabama-crimson-tide, notre-dame-fighting-irish, ohio-state-buckeyes, clemson-tigers, byu-cougars","alabama-crimson-tide, notre-dame-fighting-irish, ohio-state-buckeyes, clemson-tigers, byu-cougars","alabama-crimson-tide, notre-dame-fighting-irish, ohio-state-buckeyes, clemson-tigers, cincinnati-bearcats","alabama-crimson-tide, notre-dame-fighting-irish, ohio-state-buckeyes, clemson-tigers, texas-am-aggies","alabama-crimson-tide, notre-dame-fighting-irish, ohio-state-buckeyes, clemson-tigers, texas-am-aggies"
2020,11,"alabama-crimson-tide, notre-dame-fighting-irish, ohio-state-buckeyes, clemson-tigers, texas-am-aggies","alabama-crimson-tide, ohio-state-buckeyes, notre-dame-fighting-irish, clemson-tigers, byu-cougars","alabama-crimson-tide, notre-dame-fighting-irish, ohio-state-buckeyes, clemson-tigers, byu-cougars","alabama-crimson-tide, notre-dame-fighting-irish, ohio-state-buckeyes, clemson-tigers, texas-am-aggies","alabama-crimson-tide, notre-dame-fighting-irish, ohio-state-buckeyes, clemson-tigers, texas-am-aggies","alabama-crimson-tide, notre-dame-fighting-irish, ohio-state-buckeyes, clemson-tigers, texas-am-aggies"
2020,12,"alabama-crimson-tide, notre-dame-fighting-irish, ohio-state-buckeyes, clemson-tigers, texas-am-aggies","alabama-crimson-tide, notre-dame-fighting-irish, ohio-state-buckeyes, clemson-tigers, florida-gators","alabama-crimson-tide, notre-dame-fighting-irish, ohio-state-buckeyes, clemson-tigers, florida-gators","alabama-crimson-tide, notre-dame-fighting-irish, ohio-state-buckeyes, clemson-tigers, texas-am-aggies","alabama-crimson-tide, notre-dame-fighting-irish, ohio-state-buckeyes, clemson-tigers, texas-am-aggies","alabama-crimson-tide, notre-dame-fighting-irish, ohio-state-buckeyes, clemson-tigers, texas-am-aggies"
2020,13,"alabama-crimson-tide, notre-dame-fighting-irish, ohio-state-buckeyes, clemson-tigers, texas-am-aggies","alabama-crimson-tide, notre-dame-fighting-irish, ohio-state-buckeyes, clemson-tigers, cincinnati-bearcats","alabama-crimson-tide, notre-dame-fighting-irish, ohio-state-buckeyes, clemson-tigers, cincinnati-bearcats","alabama-crimson-tide, notre-dame-fighting-irish, ohio-state-buckeyes, clemson-tigers, texas-am-aggies","alabama-crimson-tide, notre-dame-fighting-irish, ohio-state-buckeyes, clemson-tigers, texas-am-aggies","alabama-crimson-tide, notre-dame-fighting-irish, ohio-state-buckeyes, clemson-tigers, texas-am-aggies"
2020,14,"alabama-crimson-tide, notre-dame-fighting-irish, ohio-state-buckeyes, clemson-tigers, texas-am-aggies","alabama-crimson-tide, notre-dame-fighting-irish, ohio-state-buckeyes, clemson-tigers, cincinnati-bearcats","alabama-crimson-tide, notre-dame-fighting-irish, ohio-state-buckeyes, clemson-tigers, cincinnati-bearcats","alabama-crimson-tide, notre-dame-fighting-irish, ohio-state-buckeyes, clemson-tigers, texas-am-aggies","alabama-crimson-tide, notre-dame-fighting-irish, ohio-state-buckeyes, clemson-tigers, texas-am-aggies","alabama-crimson-tide, notre-dame-fighting-irish, ohio-state-buckeyes, clemson-tigers, texas-am-aggies"
2020,15,"alabama-crimson-tide, notre-dame-fighting-irish, ohio-state-buckeyes, clemson-tigers, texas-am-aggies","alabama-crimson-tide, notre-dame-fighting-irish, ohio-state-buckeyes, clemson-tigers, cincinnati-bearcats","alabama-crimson-tide, notre-dame-fighting-irish, ohio-state-buckeyes, clemson-tigers, cincinnati-bearcats","alabama-crimson-tide, notre-dame-fighting-irish, ohio-state-buckeyes, clemson-tigers, texas-am-aggies","alabama-crimson-tide, notre-dame-fighting-irish, ohio-state-buckeyes, clemson-tigers, texas-am-aggies","alabama-crimson-tide, notre-dame-fighting-irish, ohio-state-buckeyes, clemson-tigers, texas-am-aggies"
2020,16,"alabama-crimson-tide, clemson-tigers, ohio-state-buckeyes, notre-dame-fighting-irish, texas-am-aggies","alabama-crimson-tide, clemson-tigers, ohio-state-buckeyes, notre-dame-fighting-irish, texas-am-aggies","alabama-crimson-tide, clemson-tigers, ohio-state-buckeyes, notre-dame-fighting-irish, texas-am-aggies","alabama-crimson-tide, clemson-tigers, ohio-state-buckeyes, notre-dame-fighting-irish, texas-am-aggies","alabama-crimson-tide, clemson-tigers, ohio-state-buckeyes, notre-dame-fighting-irish, texas-am-aggies","alabama-crimson-tide, clemson-tigers, ohio-state-buckeyes, notre-dame-fighting-irish, texas-am-aggies"
2020,17,"alabama-crimson-tide, ohio-state-buckeyes, clemson-tigers, texas-am-aggies, notre-dame-fighting-irish","alabama-crimson-tide, ohio-state-buckeyes, texas-am-aggies, clemson-tigers, notre-dame-fighting-irish","alabama-crimson-tide, ohio-state-buckeyes, clemson-tigers, texas-am-aggies, notre-dame-fighting-irish","alabama-crimson-tide, ohio-state-buckeyes, clemson-tigers, texas-am-aggies, notre-dame-fighting-irish","alabama-crimson-tide, ohio-state-buckeyes, clemson-tigers, texas-am-aggies, notre-dame-fighting-irish","alabama-crimson-tide, ohio-state-buckeyes, clemson-tigers, texas-am-aggies, notre-dame-fighting-irish"
2021,1,"alabama-crimson-tide, oklahoma-sooners, clemson-tigers, ohio-state-buckeyes, georgia-bulldogs","alabama-crimson-tide, clemson-tigers, oklahoma-sooners, georgia-bulldogs, ohio-state-buckeyes","alabama-crimson-tide, oklahoma-sooners, clemson-tigers, ohio-state-buckeyes, georgia-bulldogs","alabama-crimson-tide, oklahoma-sooners, clemson-tigers, ohio-state-buckeyes, georgia-bulldogs","alabama-crimson-tide, oklahoma-sooners, clemson-tigers, ohio-state-buckeyes, georgia-bulldogs","alabama-crimson-tide, oklahoma-sooners, clemson-tigers, ohio-state-buckeyes, georgia-bulldogs"
2021,2,"alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes, oklahoma-sooners, texas-am-aggies","alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes, oklahoma-sooners, texas-am-aggies","alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes, oklahoma-sooners, texas-am-aggies","alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes, oklahoma-sooners, texas-am-aggies","alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes, oklahoma-sooners, texas-am-aggies","alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes, oklahoma-sooners, texas-am-aggies"
2021,3,"alabama-crimson-tide, georgia-bulldogs, oklahoma-sooners, oregon-ducks, iowa-hawkeyes","alabama-crimson-tide, georgia-bulldogs, oklahoma-sooners, iowa-hawkeyes, oregon-ducks","alabama-crimson-tide, georgia-bulldogs, oklahoma-sooners, oregon-ducks, iowa-hawkeyes","alabama-crimson-tide, georgia-bulldogs, oklahoma-sooners, oregon-ducks, iowa-hawkeyes","alabama-crimson-tide, georgia-bulldogs, oklahoma-sooners, oregon-ducks, iowa-hawkeyes","alabama-crimson-tide, georgia-bulldogs, oklahoma-sooners, oregon-ducks, iowa-hawkeyes"
2021,4,"alabama-crimson-tide, georgia-bulldogs, oregon-ducks, oklahoma-sooners, iowa-hawkeyes","alabama-crimson-tide, georgia-bulldogs, oklahoma-sooners, oregon-ducks, iowa-hawkeyes","alabama-crimson-tide, georgia-bulldogs, oregon-ducks, oklahoma-sooners, iowa-hawkeyes","alabama-crimson-tide, georgia-bulldogs, oregon-ducks, oklahoma-sooners, iowa-hawkeyes","alabama-crimson-tide, georgia-bulldogs, oregon-ducks, oklahoma-sooners, iowa-hawkeyes","alabama-crimson-tide, georgia-bulldogs, oregon-ducks, oklahoma-sooners, iowa-hawkeyes"
2021,5,"alabama-crimson-tide, georgia-bulldogs, oregon-ducks, penn-state-nittany-lions, iowa-hawkeyes","alabama-crimson-tide, georgia-bulldogs, oklahoma-sooners, oregon-ducks, penn-state-nittany-lions","alabama-crimson-tide, georgia-bulldogs, oregon-ducks, oklahoma-sooners, penn-state-nittany-lions","alabama-crimson-tide, georgia-bulldogs, oregon-ducks, penn-state-nittany-lions, iowa-hawkeyes","alabama-crimson-tide, georgia-bulldogs, oregon-ducks, penn-state-nittany-lions, iowa-hawkeyes","alabama-crimson-tide, georgia-bulldogs, oregon-ducks, penn-state-nittany-lions, iowa-hawkeyes"
2021,6,"alabama-crimson-tide, georgia-bulldogs, iowa-hawkeyes, penn-state-nittany-lions, cincinnati-bearcats","alabama-crimson-tide, georgia-bulldogs, oklahoma-sooners, iowa-hawkeyes, penn-state-nittany-lions","alabama-crimson-tide, georgia-bulldogs, iowa-hawkeyes, penn-state-nittany-lions, cincinnati-bearcats","alabama-crimson-tide, georgia-bulldogs, iowa-hawkeyes, penn-state-nittany-lions, cincinnati-bearcats","alabama-crimson-tide, georgia-bulldogs, iowa-hawkeyes, penn-state-nittany-lions, cincinnati-bearcats","alabama-crimson-tide, georgia-bulldogs, iowa-hawkeyes, penn-state-nittany-lions, cincinnati-bearcats"
2021,7,"georgia-bulldogs, iowa-hawkeyes, cincinnati-bearcats, oklahoma-sooners, alabama-crimson-tide","georgia-bulldogs, alabama-crimson-tide, iowa-hawkeyes, oklahoma-sooners, cincinnati-bearcats","georgia-bulldogs, iowa-hawkeyes, cincinnati-bearcats, oklahoma-sooners, alabama-crimson-tide","georgia-bulldogs, iowa-hawkeyes, cincinnati-bearcats, oklahoma-sooners, alabama-crimson-tide","georgia-bulldogs, iowa-hawkeyes, cincinnati-bearcats, oklahoma-sooners, alabama-crimson-tide","georgia-bulldogs, iowa-hawkeyes, cincinnati-bearcats, oklahoma-sooners, alabama-crimson-tide"
2021,8,"georgia-bulldogs, cincinnati-bearcats, oklahoma-sooners, alabama-crimson-tide, ohio-state-buckeyes","georgia-bulldogs, alabama-crimson-tide, cincinnati-bearcats, oklahoma-sooners, ohio-state-buckeyes","georgia-bulldogs, cincinnati-bearcats, oklahoma-sooners, alabama-crimson-tide, ohio-state-buckeyes","georgia-bulldogs, cincinnati-bearcats, oklahoma-sooners, alabama-crimson-tide, ohio-state-buckeyes","georgia-bulldogs, cincinnati-bearcats, oklahoma-sooners, alabama-crimson-tide, ohio-state-buckeyes","georgia-bulldogs, cincinnati-bearcats, oklahoma-sooners, alabama-crimson-tide, ohio-state-buckeyes"
2021,9,"georgia-bulldogs, cincinnati-bearcats, alabama-crimson-tide, oklahoma-sooners, ohio-state-buckeyes","georgia-bulldogs, alabama-crimson-tide, cincinnati-bearcats, ohio-state-buckeyes, oklahoma-sooners","georgia-bulldogs, cincinnati-bearcats, alabama-crimson-tide, oklahoma-sooners, ohio-state-buckeyes","georgia-bulldogs, cincinnati-bearcats, alabama-crimson-tide, oklahoma-sooners, ohio-state-buckeyes","georgia-bulldogs, cincinnati-bearcats, alabama-crimson-tide, oklahoma-sooners, ohio-state-buckeyes","georgia-bulldogs, cincinnati-bearcats, alabama-crimson-tide, oklahoma-sooners, ohio-state-buckeyes"
2021,10,"georgia-bulldogs, cincinnati-bearcats, alabama-crimson-tide, oklahoma-sooners, michigan-state-spartans","georgia-bulldogs, alabama-crimson-tide, cincinnati-bearcats, oklahoma-sooners, ohio-state-buckeyes","georgia-bulldogs, cincinnati-bearcats, alabama-crimson-tide, oklahoma-sooners, michigan-state-spartans","georgia-bulldogs, cincinnati-bearcats, alabama-crimson-tide, oklahoma-sooners, michigan-state-spartans","georgia-bulldogs, cincinnati-bearcats, alabama-crimson-tide, oklahoma-sooners, michigan-state-spartans","georgia-bulldogs, cincinnati-bearcats, alabama-crimson-tide, oklahoma-sooners, michigan-state-spartans"
2021,11,"georgia-bulldogs, cincinnati-bearcats, alabama-crimson-tide, oklahoma-sooners, oregon-ducks","georgia-bulldogs, alabama-crimson-tide, cincinnati-bearcats, oklahoma-sooners, ohio-state-buckeyes","georgia-bulldogs, cincinnati-bearcats, alabama-crimson-tide, oklahoma-sooners, ohio-state-buckeyes","georgia-bulldogs, cincinnati-bearcats, alabama-crimson-tide, oklahoma-sooners, oregon-ducks","georgia-bulldogs, cincinnati-bearcats, alabama-crimson-tide, oklahoma-sooners, oregon-ducks","georgia-bulldogs, cincinnati-bearcats, alabama-crimson-tide, oklahoma-sooners, ohio-state-buckeyes"
2021,12,"georgia-bulldogs, alabama-crimson-tide, cincinnati-bearcats, oregon-ducks, ohio-state-buckeyes","georgia-bulldogs, alabama-crimson-tide, cincinnati-bearcats, oregon-ducks, ohio-state-buckeyes","georgia-bulldogs, alabama-crimson-tide, cincinnati-bearcats, oregon-ducks, ohio-state-buckeyes","georgia-bulldogs, alabama-crimson-tide, cincinnati-bearcats, oregon-ducks, ohio-state-buckeyes","georgia-bulldogs, alabama-crimson-tide, cincinnati-bearcats, oregon-ducks, ohio-state-buckeyes","georgia-bulldogs, alabama-crimson-tide, cincinnati-bearcats, oregon-ducks, ohio-state-buckeyes"
2021,13,"georgia-bulldogs, ohio-state-buckeyes, alabama-crimson-tide, cincinnati-bearcats, notre-dame-fighting-irish","georgia-bulldogs, alabama-crimson-tide, cincinnati-bearcats, ohio-state-buckeyes, oklahoma-state-cowboys","georgia-bulldogs, ohio-state-buckeyes, alabama-crimson-tide, cincinnati-bearcats, oklahoma-state-cowboys","georgia-bulldogs, ohio-state-buckeyes, alabama-crimson-tide, cincinnati-bearcats, notre-dame-fighting-irish","georgia-bulldogs, ohio-state-buckeyes, alabama-crimson-tide, cincinnati-bearcats, notre-dame-fighting-irish","georgia-bulldogs, ohio-state-buckeyes, alabama-crimson-tide, cincinnati-bearcats, notre-dame-fighting-irish"
2021,14,"georgia-bulldogs, michigan-wolverines, cincinnati-bearcats, alabama-crimson-tide, oklahoma-state-cowboys","georgia-bulldogs, alabama-crimson-tide, michigan-wolverines, cincinnati-bearcats, oklahoma-state-cowboys","georgia-bulldogs, michigan-wolverines, cincinnati-bearcats, alabama-crimson-tide, oklahoma-state-cowboys","georgia-bulldogs, michigan-wolverines, cincinnati-bearcats, alabama-crimson-tide, oklahoma-state-cowboys","georgia-bulldogs, michigan-wolverines, cincinnati-bearcats, alabama-crimson-tide, oklahoma-state-cowboys","georgia-bulldogs, michigan-wolverines, cincinnati-bearcats, alabama-crimson-tide, oklahoma-state-cowboys"
2021,15,"alabama-crimson-tide, michigan-wolverines, georgia-bulldogs, cincinnati-bearcats, notre-dame-fighting-irish","alabama-crimson-tide, michigan-wolverines, cincinnati-bearcats, georgia-bulldogs, notre-dame-fighting-irish","alabama-crimson-tide, michigan-wolverines, georgia-bulldogs, cincinnati-bearcats, notre-dame-fighting-irish","alabama-crimson-tide, michigan-wolverines, georgia-bulldogs, cincinnati-bearcats, notre-dame-fighting-irish","alabama-crimson-tide, michigan-wolverines, georgia-bulldogs, cincinnati-bearcats, notre-dame-fighting-irish","alabama-crimson-tide, michigan-wolverines, cincinnati-bearcats, georgia-bulldogs, notre-dame-fighting-irish"
