Season,Week,Removed-Teams,RT-Ranking,Original-Teams,Original-Rankings,New-Teams,New-Rankings
2023,4,"('ohio-state-buckeyes',)","(6,)","('georgia-bulldogs', 'michigan-wolverines', 'texas-longhorns', 'florida-state-seminoles', 'usc-trojans')","(1, 2, 3, 4, 5)","('georgia-bulldogs', 'michigan-wolverines', 'florida-state-seminoles', 'texas-longhorns', 'usc-trojans')","(1, 2, 4, 3, 5)"
2019,7,"('notre-dame-fighting-irish',)","(9,)","('alabama-crimson-tide', 'clemson-tigers', 'ohio-state-buckeyes', 'georgia-bulldogs', 'lsu-tigers')","(1, 2, 3, 4, 5)","('alabama-crimson-tide', 'clemson-tigers', 'georgia-bulldogs', 'ohio-state-buckeyes', 'lsu-tigers')","(1, 2, 4, 3, 5)"
2019,7,"('wisconsin-badgers',)","(8,)","('alabama-crimson-tide', 'clemson-tigers', 'ohio-state-buckeyes', 'georgia-bulldogs', 'lsu-tigers')","(1, 2, 3, 4, 5)","('alabama-crimson-tide', 'clemson-tigers', 'georgia-bulldogs', 'ohio-state-buckeyes', 'lsu-tigers')","(1, 2, 4, 3, 5)"
2015,4,"('oklahoma-sooners',)","(15,)","('ohio-state-buckeyes', 'michigan-state-spartans', 'ole-miss-rebels', 'tcu-horned-frogs', 'baylor-bears')","(1, 2, 3, 4, 5)","('ohio-state-buckeyes', 'michigan-state-spartans', 'tcu-horned-frogs', 'ole-miss-rebels', 'baylor-bears')","(1, 2, 4, 3, 5)"
2015,7,"('alabama-crimson-tide',)","(10,)","('ohio-state-buckeyes', 'baylor-bears', 'tcu-horned-frogs', 'utah-utes', 'clemson-tigers')","(1, 2, 3, 4, 5)","('ohio-state-buckeyes', 'baylor-bears', 'utah-utes', 'tcu-horned-frogs', 'clemson-tigers')","(1, 2, 4, 3, 5)"
2015,4,"('ucla-bruins',)","(9,)","('ohio-state-buckeyes', 'michigan-state-spartans', 'ole-miss-rebels', 'tcu-horned-frogs', 'baylor-bears')","(1, 2, 3, 4, 5)","('ohio-state-buckeyes', 'michigan-state-spartans', 'tcu-horned-frogs', 'ole-miss-rebels', 'baylor-bears')","(1, 2, 4, 3, 5)"
2015,4,"('alabama-crimson-tide',)","(12,)","('ohio-state-buckeyes', 'michigan-state-spartans', 'ole-miss-rebels', 'tcu-horned-frogs', 'baylor-bears')","(1, 2, 3, 4, 5)","('ohio-state-buckeyes', 'michigan-state-spartans', 'tcu-horned-frogs', 'ole-miss-rebels', 'baylor-bears')","(1, 2, 4, 3, 5)"
2015,4,"('texas-am-aggies',)","(14,)","('ohio-state-buckeyes', 'michigan-state-spartans', 'ole-miss-rebels', 'tcu-horned-frogs', 'baylor-bears')","(1, 2, 3, 4, 5)","('ohio-state-buckeyes', 'michigan-state-spartans', 'tcu-horned-frogs', 'ole-miss-rebels', 'baylor-bears')","(1, 2, 4, 3, 5)"
2015,4,"('notre-dame-fighting-irish',)","(6,)","('ohio-state-buckeyes', 'michigan-state-spartans', 'ole-miss-rebels', 'tcu-horned-frogs', 'baylor-bears')","(1, 2, 3, 4, 5)","('ohio-state-buckeyes', 'michigan-state-spartans', 'tcu-horned-frogs', 'ole-miss-rebels', 'baylor-bears')","(1, 2, 4, 3, 5)"
2015,7,"('lsu-tigers',)","(6,)","('ohio-state-buckeyes', 'baylor-bears', 'tcu-horned-frogs', 'utah-utes', 'clemson-tigers')","(1, 2, 3, 4, 5)","('ohio-state-buckeyes', 'baylor-bears', 'utah-utes', 'tcu-horned-frogs', 'clemson-tigers')","(1, 2, 4, 3, 5)"
2015,7,"('michigan-state-spartans',)","(7,)","('ohio-state-buckeyes', 'baylor-bears', 'tcu-horned-frogs', 'utah-utes', 'clemson-tigers')","(1, 2, 3, 4, 5)","('ohio-state-buckeyes', 'baylor-bears', 'utah-utes', 'tcu-horned-frogs', 'clemson-tigers')","(1, 2, 4, 3, 5)"
2015,4,"('lsu-tigers',)","(8,)","('ohio-state-buckeyes', 'michigan-state-spartans', 'ole-miss-rebels', 'tcu-horned-frogs', 'baylor-bears')","(1, 2, 3, 4, 5)","('ohio-state-buckeyes', 'michigan-state-spartans', 'tcu-horned-frogs', 'ole-miss-rebels', 'baylor-bears')","(1, 2, 4, 3, 5)"
2014,7,"('ohio-state-buckeyes',)","(15,)","('florida-state-seminoles', 'auburn-tigers', 'mississippi-state-bulldogs', 'ole-miss-rebels', 'baylor-bears')","(1, 2, 3, 4, 5)","('florida-state-seminoles', 'auburn-tigers', 'ole-miss-rebels', 'mississippi-state-bulldogs', 'baylor-bears')","(1, 2, 4, 3, 5)"
2014,7,"('texas-am-aggies',)","(14,)","('florida-state-seminoles', 'auburn-tigers', 'mississippi-state-bulldogs', 'ole-miss-rebels', 'baylor-bears')","(1, 2, 3, 4, 5)","('florida-state-seminoles', 'auburn-tigers', 'ole-miss-rebels', 'mississippi-state-bulldogs', 'baylor-bears')","(1, 2, 4, 3, 5)"
2014,7,"('georgia-bulldogs',)","(13,)","('florida-state-seminoles', 'auburn-tigers', 'mississippi-state-bulldogs', 'ole-miss-rebels', 'baylor-bears')","(1, 2, 3, 4, 5)","('florida-state-seminoles', 'auburn-tigers', 'ole-miss-rebels', 'mississippi-state-bulldogs', 'baylor-bears')","(1, 2, 4, 3, 5)"
2014,7,"('arizona-wildcats',)","(10,)","('florida-state-seminoles', 'auburn-tigers', 'mississippi-state-bulldogs', 'ole-miss-rebels', 'baylor-bears')","(1, 2, 3, 4, 5)","('florida-state-seminoles', 'auburn-tigers', 'ole-miss-rebels', 'mississippi-state-bulldogs', 'baylor-bears')","(1, 2, 4, 3, 5)"
2017,10,"('virginia-tech-hokies',)","(13,)","('alabama-crimson-tide', 'georgia-bulldogs', 'ohio-state-buckeyes', 'wisconsin-badgers', 'notre-dame-fighting-irish')","(1, 2, 3, 4, 5)","('alabama-crimson-tide', 'georgia-bulldogs', 'ohio-state-buckeyes', 'notre-dame-fighting-irish', 'wisconsin-badgers')","(1, 2, 3, 5, 4)"
2017,10,"('washington-huskies',)","(12,)","('alabama-crimson-tide', 'georgia-bulldogs', 'ohio-state-buckeyes', 'wisconsin-badgers', 'notre-dame-fighting-irish')","(1, 2, 3, 4, 5)","('alabama-crimson-tide', 'georgia-bulldogs', 'ohio-state-buckeyes', 'notre-dame-fighting-irish', 'wisconsin-badgers')","(1, 2, 3, 5, 4)"
2020,1,"('lsu-tigers',)","(6,)","('clemson-tigers', 'ohio-state-buckeyes', 'alabama-crimson-tide', 'georgia-bulldogs', 'oklahoma-sooners')","(1, 2, 3, 4, 5)","('clemson-tigers', 'ohio-state-buckeyes', 'alabama-crimson-tide', 'oklahoma-sooners', 'georgia-bulldogs')","(1, 2, 3, 5, 4)"
2014,9,"('georgia-bulldogs',)","(9,)","('mississippi-state-bulldogs', 'florida-state-seminoles', 'ole-miss-rebels', 'alabama-crimson-tide', 'auburn-tigers')","(1, 2, 3, 4, 5)","('mississippi-state-bulldogs', 'florida-state-seminoles', 'ole-miss-rebels', 'auburn-tigers', 'alabama-crimson-tide')","(1, 2, 3, 5, 4)"
2017,10,"('penn-state-nittany-lions',)","(7,)","('alabama-crimson-tide', 'georgia-bulldogs', 'ohio-state-buckeyes', 'wisconsin-badgers', 'notre-dame-fighting-irish')","(1, 2, 3, 4, 5)","('alabama-crimson-tide', 'georgia-bulldogs', 'ohio-state-buckeyes', 'notre-dame-fighting-irish', 'wisconsin-badgers')","(1, 2, 3, 5, 4)"
2014,16,"('tcu-horned-frogs',)","(6,)","('alabama-crimson-tide', 'florida-state-seminoles', 'oregon-ducks', 'baylor-bears', 'ohio-state-buckeyes')","(1, 2, 3, 4, 5)","('alabama-crimson-tide', 'florida-state-seminoles', 'oregon-ducks', 'ohio-state-buckeyes', 'baylor-bears')","(1, 2, 3, 5, 4)"
2021,4,"('clemson-tigers',)","(9,)","('alabama-crimson-tide', 'georgia-bulldogs', 'oregon-ducks', 'oklahoma-sooners', 'iowa-hawkeyes')","(1, 2, 3, 4, 5)","('alabama-crimson-tide', 'georgia-bulldogs', 'oregon-ducks', 'iowa-hawkeyes', 'oklahoma-sooners')","(1, 2, 3, 5, 4)"
2017,10,"('miami-fl-hurricanes',)","(9,)","('alabama-crimson-tide', 'georgia-bulldogs', 'ohio-state-buckeyes', 'wisconsin-badgers', 'notre-dame-fighting-irish')","(1, 2, 3, 4, 5)","('alabama-crimson-tide', 'georgia-bulldogs', 'ohio-state-buckeyes', 'notre-dame-fighting-irish', 'wisconsin-badgers')","(1, 2, 3, 5, 4)"
2017,10,"('clemson-tigers',)","(6,)","('alabama-crimson-tide', 'georgia-bulldogs', 'ohio-state-buckeyes', 'wisconsin-badgers', 'notre-dame-fighting-irish')","(1, 2, 3, 4, 5)","('alabama-crimson-tide', 'georgia-bulldogs', 'ohio-state-buckeyes', 'notre-dame-fighting-irish', 'wisconsin-badgers')","(1, 2, 3, 5, 4)"
2020,10,"('florida-gators',)","(6,)","('alabama-crimson-tide', 'notre-dame-fighting-irish', 'ohio-state-buckeyes', 'clemson-tigers', 'texas-am-aggies')","(1, 2, 3, 4, 5)","('alabama-crimson-tide', 'notre-dame-fighting-irish', 'ohio-state-buckeyes', 'clemson-tigers', 'cincinnati-bearcats')","(1, 2, 3, 4, 7)"
2014,17,"('baylor-bears',)","(7,)","('ohio-state-buckeyes', 'oregon-ducks', 'tcu-horned-frogs', 'alabama-crimson-tide', 'michigan-state-spartans')","(1, 2, 3, 4, 5)","('ohio-state-buckeyes', 'oregon-ducks', 'tcu-horned-frogs', 'alabama-crimson-tide', 'florida-state-seminoles')","(1, 2, 3, 4, 6)"
2014,17,"('georgia-tech-yellow-jackets',)","(8,)","('ohio-state-buckeyes', 'oregon-ducks', 'tcu-horned-frogs', 'alabama-crimson-tide', 'michigan-state-spartans')","(1, 2, 3, 4, 5)","('ohio-state-buckeyes', 'oregon-ducks', 'tcu-horned-frogs', 'alabama-crimson-tide', 'florida-state-seminoles')","(1, 2, 3, 4, 6)"
2020,2,"('auburn-tigers',)","(8,)","('clemson-tigers', 'alabama-crimson-tide', 'oklahoma-sooners', 'georgia-bulldogs', 'florida-gators')","(1, 2, 3, 4, 5)","('clemson-tigers', 'alabama-crimson-tide', 'oklahoma-sooners', 'georgia-bulldogs', 'lsu-tigers')","(1, 2, 3, 4, 6)"
2020,2,"('oklahoma-state-cowboys',)","(11,)","('clemson-tigers', 'alabama-crimson-tide', 'oklahoma-sooners', 'georgia-bulldogs', 'florida-gators')","(1, 2, 3, 4, 5)","('clemson-tigers', 'alabama-crimson-tide', 'oklahoma-sooners', 'georgia-bulldogs', 'lsu-tigers')","(1, 2, 3, 4, 6)"
2020,2,"('texas-am-aggies',)","(10,)","('clemson-tigers', 'alabama-crimson-tide', 'oklahoma-sooners', 'georgia-bulldogs', 'florida-gators')","(1, 2, 3, 4, 5)","('clemson-tigers', 'alabama-crimson-tide', 'oklahoma-sooners', 'georgia-bulldogs', 'lsu-tigers')","(1, 2, 3, 4, 6)"
2020,2,"('texas-longhorns',)","(9,)","('clemson-tigers', 'alabama-crimson-tide', 'oklahoma-sooners', 'georgia-bulldogs', 'florida-gators')","(1, 2, 3, 4, 5)","('clemson-tigers', 'alabama-crimson-tide', 'oklahoma-sooners', 'georgia-bulldogs', 'lsu-tigers')","(1, 2, 3, 4, 6)"
2020,2,"('notre-dame-fighting-irish',)","(7,)","('clemson-tigers', 'alabama-crimson-tide', 'oklahoma-sooners', 'georgia-bulldogs', 'florida-gators')","(1, 2, 3, 4, 5)","('clemson-tigers', 'alabama-crimson-tide', 'oklahoma-sooners', 'georgia-bulldogs', 'lsu-tigers')","(1, 2, 3, 4, 6)"
2016,6,"('louisville-cardinals',)","(7,)","('alabama-crimson-tide', 'ohio-state-buckeyes', 'clemson-tigers', 'michigan-wolverines', 'washington-huskies')","(1, 2, 3, 4, 5)","('alabama-crimson-tide', 'ohio-state-buckeyes', 'clemson-tigers', 'michigan-wolverines', 'houston-cougars')","(1, 2, 3, 4, 6)"
2016,6,"('tennessee-volunteers',)","(9,)","('alabama-crimson-tide', 'ohio-state-buckeyes', 'clemson-tigers', 'michigan-wolverines', 'washington-huskies')","(1, 2, 3, 4, 5)","('alabama-crimson-tide', 'ohio-state-buckeyes', 'clemson-tigers', 'michigan-wolverines', 'houston-cougars')","(1, 2, 3, 4, 6)"
2017,11,"('tcu-horned-frogs',)","(8,)","('alabama-crimson-tide', 'georgia-bulldogs', 'notre-dame-fighting-irish', 'clemson-tigers', 'oklahoma-sooners')","(1, 2, 3, 4, 5)","('alabama-crimson-tide', 'georgia-bulldogs', 'notre-dame-fighting-irish', 'clemson-tigers', 'wisconsin-badgers')","(1, 2, 3, 4, 6)"
2017,11,"('miami-fl-hurricanes',)","(7,)","('alabama-crimson-tide', 'georgia-bulldogs', 'notre-dame-fighting-irish', 'clemson-tigers', 'oklahoma-sooners')","(1, 2, 3, 4, 5)","('alabama-crimson-tide', 'georgia-bulldogs', 'notre-dame-fighting-irish', 'clemson-tigers', 'wisconsin-badgers')","(1, 2, 3, 4, 6)"
2023,4,"('washington-huskies',)","(8,)","('georgia-bulldogs', 'michigan-wolverines', 'texas-longhorns', 'florida-state-seminoles', 'usc-trojans')","(1, 2, 3, 4, 5)","('georgia-bulldogs', 'michigan-wolverines', 'texas-longhorns', 'florida-state-seminoles', 'ohio-state-buckeyes')","(1, 2, 3, 4, 6)"
