Season,Week,Removed-Teams,RT-Ranking,Original-Teams,Original-Rankings,New-Teams,New-Rankings
2016,2,"('ohio-state-buckeyes', 'michigan-wolverines')","(4, 5)","('alabama-crimson-tide', 'clemson-tigers')","(1, 2)","('alabama-crimson-tide', 'florida-state-seminoles')","(1, 3)"
2016,2,"('ohio-state-buckeyes', 'houston-cougars')","(4, 6)","('alabama-crimson-tide', 'clemson-tigers')","(1, 2)","('alabama-crimson-tide', 'florida-state-seminoles')","(1, 3)"
2016,2,"('ohio-state-buckeyes', 'stanford-cardinal')","(4, 7)","('alabama-crimson-tide', 'clemson-tigers')","(1, 2)","('alabama-crimson-tide', 'florida-state-seminoles')","(1, 3)"
2016,2,"('ohio-state-buckeyes', 'washington-huskies')","(4, 8)","('alabama-crimson-tide', 'clemson-tigers')","(1, 2)","('alabama-crimson-tide', 'florida-state-seminoles')","(1, 3)"
2016,2,"('ohio-state-buckeyes', 'georgia-bulldogs')","(4, 9)","('alabama-crimson-tide', 'clemson-tigers')","(1, 2)","('alabama-crimson-tide', 'florida-state-seminoles')","(1, 3)"
2016,2,"('ohio-state-buckeyes', 'wisconsin-badgers')","(4, 10)","('alabama-crimson-tide', 'clemson-tigers')","(1, 2)","('alabama-crimson-tide', 'florida-state-seminoles')","(1, 3)"
2016,2,"('ohio-state-buckeyes', 'texas-longhorns')","(4, 11)","('alabama-crimson-tide', 'clemson-tigers')","(1, 2)","('alabama-crimson-tide', 'florida-state-seminoles')","(1, 3)"
2016,2,"('ohio-state-buckeyes', 'michigan-state-spartans')","(4, 12)","('alabama-crimson-tide', 'clemson-tigers')","(1, 2)","('alabama-crimson-tide', 'florida-state-seminoles')","(1, 3)"
2016,2,"('michigan-wolverines', 'stanford-cardinal')","(5, 7)","('alabama-crimson-tide', 'clemson-tigers')","(1, 2)","('alabama-crimson-tide', 'florida-state-seminoles')","(1, 3)"
2021,11,"('oklahoma-sooners', 'oregon-ducks')","(4, 5)","('georgia-bulldogs', 'cincinnati-bearcats')","(1, 2)","('georgia-bulldogs', 'alabama-crimson-tide')","(1, 3)"
2014,2,"('oklahoma-sooners', 'ohio-state-buckeyes')","(4, 8)","('florida-state-seminoles', 'alabama-crimson-tide')","(1, 2)","('florida-state-seminoles', 'oregon-ducks')","(1, 3)"
2021,11,"('oklahoma-sooners', 'notre-dame-fighting-irish')","(4, 7)","('georgia-bulldogs', 'cincinnati-bearcats')","(1, 2)","('georgia-bulldogs', 'alabama-crimson-tide')","(1, 3)"
2021,11,"('oklahoma-sooners', 'michigan-state-spartans')","(4, 8)","('georgia-bulldogs', 'cincinnati-bearcats')","(1, 2)","('georgia-bulldogs', 'alabama-crimson-tide')","(1, 3)"
2021,11,"('oklahoma-sooners', 'michigan-wolverines')","(4, 9)","('georgia-bulldogs', 'cincinnati-bearcats')","(1, 2)","('georgia-bulldogs', 'alabama-crimson-tide')","(1, 3)"
2021,11,"('oklahoma-sooners', 'oklahoma-state-cowboys')","(4, 10)","('georgia-bulldogs', 'cincinnati-bearcats')","(1, 2)","('georgia-bulldogs', 'alabama-crimson-tide')","(1, 3)"
2021,11,"('oklahoma-sooners', 'texas-am-aggies')","(4, 11)","('georgia-bulldogs', 'cincinnati-bearcats')","(1, 2)","('georgia-bulldogs', 'alabama-crimson-tide')","(1, 3)"
2021,11,"('oklahoma-sooners', 'ole-miss-rebels')","(4, 12)","('georgia-bulldogs', 'cincinnati-bearcats')","(1, 2)","('georgia-bulldogs', 'alabama-crimson-tide')","(1, 3)"
2023,13,"('washington-huskies', 'florida-state-seminoles')","(4, 5)","('georgia-bulldogs', 'ohio-state-buckeyes')","(1, 2)","('georgia-bulldogs', 'michigan-wolverines')","(1, 3)"
