Season,Week,Official Borda Teams,Borda-Top1 Teams,Borda-Top1 Rankings,Borda-Top3 Teams,Borda-Top3 Rankings,Borda-Top5 Teams,Borda-Top5 Rankings,Borda-Top10 Teams,Borda-Top10 Rankings,Dowdall Teams,Dowdall Rankings
2021,5,"alabama-crimson-tide, georgia-bulldogs, oregon-ducks","alabama-crimson-tide, georgia-bulldogs, oklahoma-sooners","1, 2, 6","alabama-crimson-tide, georgia-bulldogs, oregon-ducks","1, 2, 3","alabama-crimson-tide, georgia-bulldogs, oregon-ducks","1, 2, 3","alabama-crimson-tide, georgia-bulldogs, oregon-ducks","1, 2, 3","alabama-crimson-tide, georgia-bulldogs, oregon-ducks","1, 2, 3"
2021,6,"alabama-crimson-tide, georgia-bulldogs, iowa-hawkeyes","alabama-crimson-tide, georgia-bulldogs, oklahoma-sooners","1, 2, 6","alabama-crimson-tide, georgia-bulldogs, iowa-hawkeyes","1, 2, 3","alabama-crimson-tide, georgia-bulldogs, iowa-hawkeyes","1, 2, 3","alabama-crimson-tide, georgia-bulldogs, iowa-hawkeyes","1, 2, 3","alabama-crimson-tide, georgia-bulldogs, iowa-hawkeyes","1, 2, 3"
2021,7,"georgia-bulldogs, iowa-hawkeyes, cincinnati-bearcats","georgia-bulldogs, alabama-crimson-tide, iowa-hawkeyes","1, 5, 2","georgia-bulldogs, iowa-hawkeyes, cincinnati-bearcats","1, 2, 3","georgia-bulldogs, iowa-hawkeyes, cincinnati-bearcats","1, 2, 3","georgia-bulldogs, iowa-hawkeyes, cincinnati-bearcats","1, 2, 3","georgia-bulldogs, iowa-hawkeyes, cincinnati-bearcats","1, 2, 3"
2021,8,"georgia-bulldogs, cincinnati-bearcats, oklahoma-sooners","georgia-bulldogs, alabama-crimson-tide, cincinnati-bearcats","1, 4, 2","georgia-bulldogs, cincinnati-bearcats, oklahoma-sooners","1, 2, 3","georgia-bulldogs, cincinnati-bearcats, oklahoma-sooners","1, 2, 3","georgia-bulldogs, cincinnati-bearcats, oklahoma-sooners","1, 2, 3","georgia-bulldogs, cincinnati-bearcats, oklahoma-sooners","1, 2, 3"
2021,9,"georgia-bulldogs, cincinnati-bearcats, alabama-crimson-tide","georgia-bulldogs, alabama-crimson-tide, cincinnati-bearcats","1, 3, 2","georgia-bulldogs, cincinnati-bearcats, alabama-crimson-tide","1, 2, 3","georgia-bulldogs, cincinnati-bearcats, alabama-crimson-tide","1, 2, 3","georgia-bulldogs, cincinnati-bearcats, alabama-crimson-tide","1, 2, 3","georgia-bulldogs, cincinnati-bearcats, alabama-crimson-tide","1, 2, 3"
2021,10,"georgia-bulldogs, cincinnati-bearcats, alabama-crimson-tide","georgia-bulldogs, alabama-crimson-tide, cincinnati-bearcats","1, 3, 2","georgia-bulldogs, cincinnati-bearcats, alabama-crimson-tide","1, 2, 3","georgia-bulldogs, cincinnati-bearcats, alabama-crimson-tide","1, 2, 3","georgia-bulldogs, cincinnati-bearcats, alabama-crimson-tide","1, 2, 3","georgia-bulldogs, cincinnati-bearcats, alabama-crimson-tide","1, 2, 3"
2021,11,"georgia-bulldogs, cincinnati-bearcats, alabama-crimson-tide","georgia-bulldogs, alabama-crimson-tide, cincinnati-bearcats","1, 3, 2","georgia-bulldogs, cincinnati-bearcats, alabama-crimson-tide","1, 2, 3","georgia-bulldogs, cincinnati-bearcats, alabama-crimson-tide","1, 2, 3","georgia-bulldogs, cincinnati-bearcats, alabama-crimson-tide","1, 2, 3","georgia-bulldogs, cincinnati-bearcats, alabama-crimson-tide","1, 2, 3"
2021,12,"georgia-bulldogs, alabama-crimson-tide, cincinnati-bearcats","georgia-bulldogs, alabama-crimson-tide, cincinnati-bearcats","1, 2, 3","georgia-bulldogs, alabama-crimson-tide, cincinnati-bearcats","1, 2, 3","georgia-bulldogs, alabama-crimson-tide, cincinnati-bearcats","1, 2, 3","georgia-bulldogs, alabama-crimson-tide, cincinnati-bearcats","1, 2, 3","georgia-bulldogs, alabama-crimson-tide, cincinnati-bearcats","1, 2, 3"
2021,13,"georgia-bulldogs, ohio-state-buckeyes, alabama-crimson-tide","georgia-bulldogs, alabama-crimson-tide, cincinnati-bearcats","1, 3, 4","georgia-bulldogs, ohio-state-buckeyes, alabama-crimson-tide","1, 2, 3","georgia-bulldogs, ohio-state-buckeyes, alabama-crimson-tide","1, 2, 3","georgia-bulldogs, ohio-state-buckeyes, alabama-crimson-tide","1, 2, 3","georgia-bulldogs, ohio-state-buckeyes, alabama-crimson-tide","1, 2, 3"
2021,14,"georgia-bulldogs, michigan-wolverines, cincinnati-bearcats","georgia-bulldogs, alabama-crimson-tide, michigan-wolverines","1, 4, 2","georgia-bulldogs, michigan-wolverines, cincinnati-bearcats","1, 2, 3","georgia-bulldogs, michigan-wolverines, cincinnati-bearcats","1, 2, 3","georgia-bulldogs, michigan-wolverines, cincinnati-bearcats","1, 2, 3","georgia-bulldogs, michigan-wolverines, cincinnati-bearcats","1, 2, 3"
2021,15,"alabama-crimson-tide, michigan-wolverines, georgia-bulldogs","alabama-crimson-tide, michigan-wolverines, cincinnati-bearcats","1, 2, 4","alabama-crimson-tide, michigan-wolverines, georgia-bulldogs","1, 2, 3","alabama-crimson-tide, michigan-wolverines, georgia-bulldogs","1, 2, 3","alabama-crimson-tide, michigan-wolverines, georgia-bulldogs","1, 2, 3","alabama-crimson-tide, michigan-wolverines, cincinnati-bearcats","1, 2, 4"
2021,16,"georgia-bulldogs, alabama-crimson-tide, michigan-wolverines","georgia-bulldogs, alabama-crimson-tide, michigan-wolverines","1, 2, 3","georgia-bulldogs, alabama-crimson-tide, michigan-wolverines","1, 2, 3","georgia-bulldogs, alabama-crimson-tide, michigan-wolverines","1, 2, 3","georgia-bulldogs, alabama-crimson-tide, michigan-wolverines","1, 2, 3","georgia-bulldogs, alabama-crimson-tide, michigan-wolverines","1, 2, 3"
2022,1,"alabama-crimson-tide, ohio-state-buckeyes, georgia-bulldogs","alabama-crimson-tide, ohio-state-buckeyes, georgia-bulldogs","1, 2, 3","alabama-crimson-tide, ohio-state-buckeyes, georgia-bulldogs","1, 2, 3","alabama-crimson-tide, ohio-state-buckeyes, georgia-bulldogs","1, 2, 3","alabama-crimson-tide, ohio-state-buckeyes, georgia-bulldogs","1, 2, 3","alabama-crimson-tide, ohio-state-buckeyes, georgia-bulldogs","1, 2, 3"
2022,2,"alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes","alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes","1, 2, 3","alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes","1, 2, 3","alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes","1, 2, 3","alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes","1, 2, 3","alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes","1, 2, 3"
2022,3,"georgia-bulldogs, alabama-crimson-tide, ohio-state-buckeyes","georgia-bulldogs, alabama-crimson-tide, ohio-state-buckeyes","1, 2, 3","georgia-bulldogs, alabama-crimson-tide, ohio-state-buckeyes","1, 2, 3","georgia-bulldogs, alabama-crimson-tide, ohio-state-buckeyes","1, 2, 3","georgia-bulldogs, alabama-crimson-tide, ohio-state-buckeyes","1, 2, 3","georgia-bulldogs, alabama-crimson-tide, ohio-state-buckeyes","1, 2, 3"
2022,4,"georgia-bulldogs, alabama-crimson-tide, ohio-state-buckeyes","georgia-bulldogs, alabama-crimson-tide, ohio-state-buckeyes","1, 2, 3","georgia-bulldogs, alabama-crimson-tide, ohio-state-buckeyes","1, 2, 3","georgia-bulldogs, alabama-crimson-tide, ohio-state-buckeyes","1, 2, 3","georgia-bulldogs, alabama-crimson-tide, ohio-state-buckeyes","1, 2, 3","georgia-bulldogs, alabama-crimson-tide, ohio-state-buckeyes","1, 2, 3"
2022,5,"georgia-bulldogs, alabama-crimson-tide, ohio-state-buckeyes","georgia-bulldogs, ohio-state-buckeyes, alabama-crimson-tide","1, 3, 2","georgia-bulldogs, alabama-crimson-tide, ohio-state-buckeyes","1, 2, 3","georgia-bulldogs, alabama-crimson-tide, ohio-state-buckeyes","1, 2, 3","georgia-bulldogs, alabama-crimson-tide, ohio-state-buckeyes","1, 2, 3","georgia-bulldogs, alabama-crimson-tide, ohio-state-buckeyes","1, 2, 3"
2022,6,"alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes","georgia-bulldogs, alabama-crimson-tide, ohio-state-buckeyes","2, 1, 3","alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes","1, 2, 3","alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes","1, 2, 3","alabama-crimson-tide, georgia-bulldogs, ohio-state-buckeyes","1, 2, 3","georgia-bulldogs, alabama-crimson-tide, ohio-state-buckeyes","2, 1, 3"
2022,7,"georgia-bulldogs, ohio-state-buckeyes, alabama-crimson-tide","georgia-bulldogs, ohio-state-buckeyes, alabama-crimson-tide","1, 2, 3","georgia-bulldogs, ohio-state-buckeyes, alabama-crimson-tide","1, 2, 3","georgia-bulldogs, ohio-state-buckeyes, alabama-crimson-tide","1, 2, 3","georgia-bulldogs, ohio-state-buckeyes, alabama-crimson-tide","1, 2, 3","georgia-bulldogs, ohio-state-buckeyes, alabama-crimson-tide","1, 2, 3"
2022,8,"georgia-bulldogs, ohio-state-buckeyes, tennessee-volunteers","georgia-bulldogs, ohio-state-buckeyes, tennessee-volunteers","1, 2, 3","georgia-bulldogs, ohio-state-buckeyes, tennessee-volunteers","1, 2, 3","georgia-bulldogs, ohio-state-buckeyes, tennessee-volunteers","1, 2, 3","georgia-bulldogs, ohio-state-buckeyes, tennessee-volunteers","1, 2, 3","georgia-bulldogs, ohio-state-buckeyes, tennessee-volunteers","1, 2, 3"
2022,9,"georgia-bulldogs, ohio-state-buckeyes, tennessee-volunteers","georgia-bulldogs, ohio-state-buckeyes, tennessee-volunteers","1, 2, 3","georgia-bulldogs, ohio-state-buckeyes, tennessee-volunteers","1, 2, 3","georgia-bulldogs, ohio-state-buckeyes, tennessee-volunteers","1, 2, 3","georgia-bulldogs, ohio-state-buckeyes, tennessee-volunteers","1, 2, 3","georgia-bulldogs, ohio-state-buckeyes, tennessee-volunteers","1, 2, 3"
2022,10,"georgia-bulldogs, ohio-state-buckeyes, tennessee-volunteers","georgia-bulldogs, tennessee-volunteers, ohio-state-buckeyes","1, 3, 2","georgia-bulldogs, ohio-state-buckeyes, tennessee-volunteers","1, 2, 3","georgia-bulldogs, ohio-state-buckeyes, tennessee-volunteers","1, 2, 3","georgia-bulldogs, ohio-state-buckeyes, tennessee-volunteers","1, 2, 3","georgia-bulldogs, tennessee-volunteers, ohio-state-buckeyes","1, 3, 2"
2022,11,"georgia-bulldogs, ohio-state-buckeyes, michigan-wolverines","georgia-bulldogs, ohio-state-buckeyes, michigan-wolverines","1, 2, 3","georgia-bulldogs, ohio-state-buckeyes, michigan-wolverines","1, 2, 3","georgia-bulldogs, ohio-state-buckeyes, michigan-wolverines","1, 2, 3","georgia-bulldogs, ohio-state-buckeyes, michigan-wolverines","1, 2, 3","georgia-bulldogs, ohio-state-buckeyes, michigan-wolverines","1, 2, 3"
2022,12,"georgia-bulldogs, ohio-state-buckeyes, michigan-wolverines","georgia-bulldogs, ohio-state-buckeyes, michigan-wolverines","1, 2, 3","georgia-bulldogs, ohio-state-buckeyes, michigan-wolverines","1, 2, 3","georgia-bulldogs, ohio-state-buckeyes, michigan-wolverines","1, 2, 3","georgia-bulldogs, ohio-state-buckeyes, michigan-wolverines","1, 2, 3","georgia-bulldogs, ohio-state-buckeyes, michigan-wolverines","1, 2, 3"
2022,13,"georgia-bulldogs, ohio-state-buckeyes, michigan-wolverines","georgia-bulldogs, ohio-state-buckeyes, michigan-wolverines","1, 2, 3","georgia-bulldogs, ohio-state-buckeyes, michigan-wolverines","1, 2, 3","georgia-bulldogs, ohio-state-buckeyes, michigan-wolverines","1, 2, 3","georgia-bulldogs, ohio-state-buckeyes, michigan-wolverines","1, 2, 3","georgia-bulldogs, ohio-state-buckeyes, michigan-wolverines","1, 2, 3"
2022,14,"georgia-bulldogs, michigan-wolverines, tcu-horned-frogs","georgia-bulldogs, michigan-wolverines, tcu-horned-frogs","1, 2, 3","georgia-bulldogs, michigan-wolverines, tcu-horned-frogs","1, 2, 3","georgia-bulldogs, michigan-wolverines, tcu-horned-frogs","1, 2, 3","georgia-bulldogs, michigan-wolverines, tcu-horned-frogs","1, 2, 3","georgia-bulldogs, michigan-wolverines, tcu-horned-frogs","1, 2, 3"
2022,15,"georgia-bulldogs, michigan-wolverines, tcu-horned-frogs","georgia-bulldogs, michigan-wolverines, tcu-horned-frogs","1, 2, 3","georgia-bulldogs, michigan-wolverines, tcu-horned-frogs","1, 2, 3","georgia-bulldogs, michigan-wolverines, tcu-horned-frogs","1, 2, 3","georgia-bulldogs, michigan-wolverines, tcu-horned-frogs","1, 2, 3","georgia-bulldogs, michigan-wolverines, tcu-horned-frogs","1, 2, 3"
2022,16,"georgia-bulldogs, tcu-horned-frogs, michigan-wolverines","georgia-bulldogs, tcu-horned-frogs, ohio-state-buckeyes","1, 2, 4","georgia-bulldogs, tcu-horned-frogs, michigan-wolverines","1, 2, 3","georgia-bulldogs, tcu-horned-frogs, michigan-wolverines","1, 2, 3","georgia-bulldogs, tcu-horned-frogs, michigan-wolverines","1, 2, 3","georgia-bulldogs, tcu-horned-frogs, michigan-wolverines","1, 2, 3"
2023,1,"georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes","1, 2, 3","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes","1, 2, 3","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes","1, 2, 3","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes","1, 2, 3","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes","1, 2, 3"
2023,2,"georgia-bulldogs, michigan-wolverines, alabama-crimson-tide","georgia-bulldogs, florida-state-seminoles, michigan-wolverines","1, 4, 2","georgia-bulldogs, michigan-wolverines, alabama-crimson-tide","1, 2, 3","georgia-bulldogs, michigan-wolverines, alabama-crimson-tide","1, 2, 3","georgia-bulldogs, michigan-wolverines, alabama-crimson-tide","1, 2, 3","georgia-bulldogs, michigan-wolverines, alabama-crimson-tide","1, 2, 3"
2023,3,"georgia-bulldogs, michigan-wolverines, florida-state-seminoles","georgia-bulldogs, florida-state-seminoles, texas-longhorns","1, 3, 4","georgia-bulldogs, michigan-wolverines, florida-state-seminoles","1, 2, 3","georgia-bulldogs, michigan-wolverines, florida-state-seminoles","1, 2, 3","georgia-bulldogs, michigan-wolverines, florida-state-seminoles","1, 2, 3","georgia-bulldogs, michigan-wolverines, florida-state-seminoles","1, 2, 3"
2023,4,"georgia-bulldogs, michigan-wolverines, texas-longhorns","georgia-bulldogs, texas-longhorns, michigan-wolverines","1, 3, 2","georgia-bulldogs, michigan-wolverines, florida-state-seminoles","1, 2, 4","georgia-bulldogs, michigan-wolverines, florida-state-seminoles","1, 2, 4","georgia-bulldogs, michigan-wolverines, texas-longhorns","1, 2, 3","georgia-bulldogs, michigan-wolverines, texas-longhorns","1, 2, 3"
2023,5,"georgia-bulldogs, michigan-wolverines, texas-longhorns","georgia-bulldogs, florida-state-seminoles, texas-longhorns","1, 5, 3","georgia-bulldogs, michigan-wolverines, texas-longhorns","1, 2, 3","georgia-bulldogs, michigan-wolverines, texas-longhorns","1, 2, 3","georgia-bulldogs, michigan-wolverines, texas-longhorns","1, 2, 3","georgia-bulldogs, michigan-wolverines, texas-longhorns","1, 2, 3"
2023,6,"georgia-bulldogs, michigan-wolverines, texas-longhorns","georgia-bulldogs, michigan-wolverines, texas-longhorns","1, 2, 3","georgia-bulldogs, michigan-wolverines, texas-longhorns","1, 2, 3","georgia-bulldogs, michigan-wolverines, texas-longhorns","1, 2, 3","georgia-bulldogs, michigan-wolverines, texas-longhorns","1, 2, 3","georgia-bulldogs, michigan-wolverines, texas-longhorns","1, 2, 3"
2023,7,"georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes","1, 2, 3","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes","1, 2, 3","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes","1, 2, 3","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes","1, 2, 3","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes","1, 2, 3"
2023,8,"georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes","georgia-bulldogs, michigan-wolverines, washington-huskies","1, 2, 5","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes","1, 2, 3","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes","1, 2, 3","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes","1, 2, 3","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes","1, 2, 3"
2023,9,"georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes","1, 2, 3","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes","1, 2, 3","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes","1, 2, 3","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes","1, 2, 3","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes","1, 2, 3"
2023,10,"georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes","1, 2, 3","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes","1, 2, 3","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes","1, 2, 3","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes","1, 2, 3","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes","1, 2, 3"
2023,11,"georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes","1, 2, 3","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes","1, 2, 3","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes","1, 2, 3","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes","1, 2, 3","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes","1, 2, 3"
2023,12,"georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes","1, 2, 3","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes","1, 2, 3","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes","1, 2, 3","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes","1, 2, 3","georgia-bulldogs, michigan-wolverines, ohio-state-buckeyes","1, 2, 3"
2023,13,"georgia-bulldogs, ohio-state-buckeyes, michigan-wolverines","georgia-bulldogs, ohio-state-buckeyes, washington-huskies","1, 2, 4","georgia-bulldogs, ohio-state-buckeyes, michigan-wolverines","1, 2, 3","georgia-bulldogs, ohio-state-buckeyes, michigan-wolverines","1, 2, 3","georgia-bulldogs, ohio-state-buckeyes, michigan-wolverines","1, 2, 3","georgia-bulldogs, ohio-state-buckeyes, michigan-wolverines","1, 2, 3"
2023,14,"georgia-bulldogs, michigan-wolverines, washington-huskies","georgia-bulldogs, michigan-wolverines, washington-huskies","1, 2, 3","georgia-bulldogs, michigan-wolverines, washington-huskies","1, 2, 3","georgia-bulldogs, michigan-wolverines, washington-huskies","1, 2, 3","georgia-bulldogs, michigan-wolverines, washington-huskies","1, 2, 3","georgia-bulldogs, michigan-wolverines, washington-huskies","1, 2, 3"
2023,15,"michigan-wolverines, washington-huskies, texas-longhorns","michigan-wolverines, washington-huskies, florida-state-seminoles","1, 2, 4","michigan-wolverines, washington-huskies, florida-state-seminoles","1, 2, 4","michigan-wolverines, washington-huskies, texas-longhorns","1, 2, 3","michigan-wolverines, washington-huskies, texas-longhorns","1, 2, 3","michigan-wolverines, washington-huskies, texas-longhorns","1, 2, 3"
2023,16,"michigan-wolverines, washington-huskies, texas-longhorns","michigan-wolverines, washington-huskies, georgia-bulldogs","1, 2, 4","michigan-wolverines, washington-huskies, texas-longhorns","1, 2, 3","michigan-wolverines, washington-huskies, texas-longhorns","1, 2, 3","michigan-wolverines, washington-huskies, texas-longhorns","1, 2, 3","michigan-wolverines, washington-huskies, texas-longhorns","1, 2, 3"
2024,1,"georgia-bulldogs, ohio-state-buckeyes, oregon-ducks","georgia-bulldogs, ohio-state-buckeyes, oregon-ducks","1, 2, 3","georgia-bulldogs, ohio-state-buckeyes, oregon-ducks","1, 2, 3","georgia-bulldogs, ohio-state-buckeyes, oregon-ducks","1, 2, 3","georgia-bulldogs, ohio-state-buckeyes, oregon-ducks","1, 2, 3","georgia-bulldogs, ohio-state-buckeyes, oregon-ducks","1, 2, 3"
2024,2,"georgia-bulldogs, ohio-state-buckeyes, texas-longhorns","georgia-bulldogs, ohio-state-buckeyes, alabama-crimson-tide","1, 2, 4","georgia-bulldogs, ohio-state-buckeyes, texas-longhorns","1, 2, 3","georgia-bulldogs, ohio-state-buckeyes, texas-longhorns","1, 2, 3","georgia-bulldogs, ohio-state-buckeyes, texas-longhorns","1, 2, 3","georgia-bulldogs, ohio-state-buckeyes, texas-longhorns","1, 2, 3"
2024,3,"georgia-bulldogs, texas-longhorns, ohio-state-buckeyes","georgia-bulldogs, ohio-state-buckeyes, texas-longhorns","1, 3, 2","georgia-bulldogs, texas-longhorns, ohio-state-buckeyes","1, 2, 3","georgia-bulldogs, texas-longhorns, ohio-state-buckeyes","1, 2, 3","georgia-bulldogs, texas-longhorns, ohio-state-buckeyes","1, 2, 3","georgia-bulldogs, texas-longhorns, ohio-state-buckeyes","1, 2, 3"
2024,4,"texas-longhorns, georgia-bulldogs, ohio-state-buckeyes","texas-longhorns, georgia-bulldogs, ohio-state-buckeyes","1, 2, 3","texas-longhorns, georgia-bulldogs, ohio-state-buckeyes","1, 2, 3","texas-longhorns, georgia-bulldogs, ohio-state-buckeyes","1, 2, 3","texas-longhorns, georgia-bulldogs, ohio-state-buckeyes","1, 2, 3","texas-longhorns, georgia-bulldogs, ohio-state-buckeyes","1, 2, 3"
2024,5,"texas-longhorns, georgia-bulldogs, ohio-state-buckeyes","texas-longhorns, georgia-bulldogs, ohio-state-buckeyes","1, 2, 3","texas-longhorns, georgia-bulldogs, ohio-state-buckeyes","1, 2, 3","texas-longhorns, georgia-bulldogs, ohio-state-buckeyes","1, 2, 3","texas-longhorns, georgia-bulldogs, ohio-state-buckeyes","1, 2, 3","texas-longhorns, georgia-bulldogs, ohio-state-buckeyes","1, 2, 3"
