Season,Week,Official Borda,Borda-Top1,Borda-Top3,Borda-Top5,Borda-Top10,Dowdall
2016,9,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide
2016,10,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide
2016,11,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide
2016,12,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide
2016,13,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide
2016,14,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide
2016,15,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide
2016,16,clemson-tigers,clemson-tigers,clemson-tigers,clemson-tigers,clemson-tigers,clemson-tigers
2017,1,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide
2017,2,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide
2017,3,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide
2017,4,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide
2017,5,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide
2017,6,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide
2017,7,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide
2017,8,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide
2017,9,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide
2017,10,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide
2017,11,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide
2017,12,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide
2017,13,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide
2017,14,clemson-tigers,clemson-tigers,clemson-tigers,clemson-tigers,clemson-tigers,clemson-tigers
2017,15,clemson-tigers,clemson-tigers,clemson-tigers,clemson-tigers,clemson-tigers,clemson-tigers
2017,16,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide
2018,1,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide
2018,2,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide
2018,3,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide
2018,4,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide
2018,5,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide
2018,6,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide
2018,7,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide
2018,8,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide
2018,9,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide
2018,10,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide
